Категории;Показывать товар;Артикул;Основная категория;Фотографии;Описание;Цена_Розничная;Короткое название;Характеристики;Бренд;Цена_Зачеркнутая
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520229;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-carstvennij-granat-5.62.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation царственный гранат 5.62;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:Польша;
(Характеристики товара)EAN:3600541135659;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520230;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-colnechnij-yantar-8.24.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation cолнечный янтарь 8.24;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:3600541976030;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520231;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-holodni-almaznij-shaten-4.12.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation холодны алмазный шатен 4.12;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:3600541795846;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520232;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-iziskannij-zolotistij-topaz-7.0.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation изысканный золотистый топаз 7.0;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:3600541135703;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520233;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-obescvechivayushaya-eo.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation обесцвечивающая EO;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:Польша;
(Характеристики товара)EAN:3600541143210;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520234;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-perlamutrovij-shelk-10.21.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation перламутровый шелк 10.21;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:Франция;
(Характеристики товара)EAN:3600541358317;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520235;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-platinovij-blond-101.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation платиновый блонд 101;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:3600541913370;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520236;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-platinovij-blond-111.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation платиновый блонд 111;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:3600541135758;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520237;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-pryanij-shokolad-5.35.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation пряный шоколад 5.35;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:Франция;
(Характеристики товара)EAN:3600541206458;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520238;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-roskoshnij-tyomno-rusij-6.0.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation роскошный тёмно-русый 6.0;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:3600541135666;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520239;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-yantarnij-temno-rizhij-6.45.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation янтарный темно-рыжий 6.45;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:3600541976016;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520240;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-yantarnij-yarko-rizhij-7.40.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation янтарный ярко-рыжий 7.40;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:3600541976023;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520241;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensation-zolotoj-yantar-6.35.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensation золотой янтарь 6.35;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:3600541135673;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520242;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/garnier-krem-kraska-dlya-volos-color-sensationpepelno-platinovij-blond-910.jpg;"Стойкая крем - краска c перламутром и цветочным маслом. Выразительный экстрастойкий цвет. Точное попадание в цвет. Зеркальный блеск. 100% закрашивание седины.
В состав упаковки входит: флакон с молочком-проявителем (60 мл);
тюбик с крем-краской (40 мл);
крем-уход после окрашивания (10 мл);
инструкция;
пара перчаток.
Способ использования и нанесения:
1) Смешайте крем-краску и молочко-проявитель;
2) Нанесите на волосы;
3) Подождите рекомендуемое количество минут и смойте;
4) Нанесите бальзам.";176;GARNIER крем-краска для волос Color Sensationпепельно-платиновый блонд 910;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:GARNIER;
(Характеристики товара)Серия:Color sensation;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:3600541913363;
(Характеристики товара)Объем:110 мл";GARNIER;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520243;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/indola-toniruyushij-kondicioner-colorblaster-clarendon-sinij-300-ml.jpg;"Создайте креативный образ с одним из 6 смелых оттенков новой линейки тонирующих кондиционеров #colorblaster.
Гамма тонирующих кондиционеров состоит из 5 стильных оттенков и 1 нейтрализатора желтезны. Помимо цветного окрашивания кондиционер ухаживает за волосами. Удобная в нанесении текстура подходит для разных техник тонирования. В среднем бутылочки хватает на 15 применений (если волосы средней длины), стойкость цвета до 10 применений шампуня.</p>ОСОБЕННОСТИ ПРОДУКТА:";484;INDOLA тонирующий кондиционер #Colorblaster Clarendon синий 300 мл;"(Характеристики товара)Тип товара:Тонирующий кондиционер;
(Характеристики товара)Бренд:INDOLA;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4045787453546;
(Характеристики товара)Объем:300 мл";INDOLA;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520244;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/indola-toniruyushij-kondicioner-colorblaster-juno-nejtralizator-300-ml.jpg;"Создайте креативный образ с одним из 6 смелых оттенков новой линейки тонирующих кондиционеров #colorblaster.
Гамма тонирующих кондиционеров состоит из 5 стильных оттенков и 1 нейтрализатора желтезны. Помимо цветного окрашивания кондиционер ухаживает за волосами. Удобная в нанесении текстура подходит для разных техник тонирования. В среднем бутылочки хватает на 15 применений (если волосы средней длины), стойкость цвета до 10 применений шампуня.</p>ОСОБЕННОСТИ ПРОДУКТА:";484;INDOLA тонирующий кондиционер #Colorblaster Juno нейтрализатор 300 мл;"(Характеристики товара)Тип товара:Тонирующий кондиционер;
(Характеристики товара)Бренд:INDOLA;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4045787453423;
(Характеристики товара)Объем:300 мл";INDOLA;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520245;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/indola-toniruyushij-kondicioner-colorblaster-lark-serebristo-serij-300-ml.jpg;"Создайте креативный образ с одним из 6 смелых оттенков новой линейки тонирующих кондиционеров #colorblaster.
Гамма тонирующих кондиционеров состоит из 5 стильных оттенков и 1 нейтрализатора желтезны. Помимо цветного окрашивания кондиционер ухаживает за волосами. Удобная в нанесении текстура подходит для разных техник тонирования. В среднем бутылочки хватает на 15 применений (если волосы средней длины), стойкость цвета до 10 применений шампуня.</p>ОСОБЕННОСТИ ПРОДУКТА:";484;INDOLA тонирующий кондиционер #Colorblaster Lark серебристо-серый 300 мл;"(Характеристики товара)Тип товара:Тонирующий кондиционер;
(Характеристики товара)Бренд:INDOLA;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4045787453560;
(Характеристики товара)Объем:300 мл";INDOLA;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520246;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/indola-toniruyushij-kondicioner-colorblaster-mayfair-krasnij-300-ml.jpg;"Создайте креативный образ с одним из 6 смелых оттенков новой линейки тонирующих кондиционеров #colorblaster.
Гамма тонирующих кондиционеров состоит из 5 стильных оттенков и 1 нейтрализатора желтезны. Помимо цветного окрашивания кондиционер ухаживает за волосами. Удобная в нанесении текстура подходит для разных техник тонирования. В среднем бутылочки хватает на 15 применений (если волосы средней длины), стойкость цвета до 10 применений шампуня.</p>ОСОБЕННОСТИ ПРОДУКТА:";484;INDOLA тонирующий кондиционер #Colorblaster Mayfair красный 300 мл;"(Характеристики товара)Тип товара:Тонирующий кондиционер;
(Характеристики товара)Бренд:INDOLA;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4045787453447;
(Характеристики товара)Объем:300 мл";INDOLA;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520247;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/indola-toniruyushij-kondicioner-colorblaster-valencia-myatno-zelenij-300-ml.jpg;"Создайте креативный образ с одним из 6 смелых оттенков новой линейки тонирующих кондиционеров #colorblaster.
Гамма тонирующих кондиционеров состоит из 5 стильных оттенков и 1 нейтрализатора желтезны. Помимо цветного окрашивания кондиционер ухаживает за волосами. Удобная в нанесении текстура подходит для разных техник тонирования. В среднем бутылочки хватает на 15 применений (если волосы средней длины), стойкость цвета до 10 применений шампуня.</p>ОСОБЕННОСТИ ПРОДУКТА:";484;INDOLA тонирующий кондиционер #Colorblaster Valencia мятно-зеленый 300 мл;"(Характеристики товара)Тип товара:Тонирующий кондиционер;
(Характеристики товара)Бренд:INDOLA;
(Характеристики товара)Страна происхождения:ГРЕЦИЯ;
(Характеристики товара)EAN:4045787453522;
(Характеристики товара)Объем:300 мл";INDOLA;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520248;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/indola-toniruyushij-kondicioner-colorblaster-willow-rozovij-300-ml.jpg;"Создайте креативный образ с одним из 6 смелых оттенков новой линейки тонирующих кондиционеров #colorblaster.
Гамма тонирующих кондиционеров состоит из 5 стильных оттенков и 1 нейтрализатора желтезны. Помимо цветного окрашивания кондиционер ухаживает за волосами. Удобная в нанесении текстура подходит для разных техник тонирования. В среднем бутылочки хватает на 15 применений (если волосы средней длины), стойкость цвета до 10 применений шампуня.</p>ОСОБЕННОСТИ ПРОДУКТА:";484;INDOLA тонирующий кондиционер #Colorblaster Willow розовый 300 мл;"(Характеристики товара)Тип товара:Тонирующий кондиционер;
(Характеристики товара)Бренд:INDOLA;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4045787453508;
(Характеристики товара)Объем:300 мл";INDOLA;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520249;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/londa-krem-dlya-osvetleniya-volos-01-solnechnij-blondin.jpg;Светящийся стойкий оттенок. Интенсивный шелковистый блеск. Активные компоненты бережно удаляют естественный пигмент волос и придают им светящийся ровный оттенок - от корней до самых кончиков. Крем осветляет волосы на 2-3 тона и надежно скрывает седину. Одной упаковки хватает для 2-х раз осветления коротких волос или 2-х раз мелирования. Бальзам с УФ-фильтром усиливает блеск осветленных волос и сохраняет яркость цвета на долгое время. Витамин Е и провитамин В5 защищают волосы от воздействия агрессивной среды, делают их гладкими, послушными и шелковистыми.Живой цвет сияющих здоровьем волос. Придает светлый оттенок волосам с исходным цветом от светло-русого до темно-русого. Может вызвать аллергическую реакцию.Избегать попадания препарата в глаза. В случае попадания немедленно промыть их водой. После применения тщательно промыть волосы. Точно следуйте инструкции по применению.;111;LONDA Крем для осветления волос 01 Солнечный блондин;"(Характеристики товара)Тип товара:Системы осветления;
(Характеристики товара)Бренд:LONDA;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4056800951369;
(Характеристики товара)Объем:40/80/10 мл";LONDA;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520250;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/londa-krem-kraska-dlya-volos-age-defy-bezhevij-blond-903.jpg;"Стойкая крем-краска. Борьба с 7 возрастными признакми. 100 % закрашивание седины.
1) Приготовьте смесь для окрашивания
2) Нанесите крем-краску только на сухие волосы для получения интенсивного результата, затем смойте по окончании времени воздействия водой
3)Нанесите бальзам ""Стойкий Цвет"" на влажные волосы. Более подробную инструкцию смотрите внутри упаковки.
Состав: Крем-краска: Aqua/Water/Eau, Cetearyl Alcohol, Glyceryl Stearate SE, Ammonium Hydroxide, Sodium Laureth Sulfate, Glycol Distearate, Lanolin Alcohol, Sodium Lauryl Sulfate, Toluene-2,5-Diamine Sulfate, Sodium Cocoyl Isethionate, Sodium Sulﬁte, Resorcinol, Ascorbic Acid, Sodium Sulfate, Fragrance/Parfum, m-Aminophenol, 2-Amino-6-Chloro-4-Nitrophenol, Disodium EDTA, 2,4-Diaminophenoxyethanol HCl, 4-Amino-2-Hydroxytoluene, Tocopherol Окислитель: Aqua/Water/Eau, Hydrogen Peroxide, Cetearyl Alcohol, Sodium Lauryl Sulfate, Salicylic Acid, Disodium Phosphate, Phosphoric Acid, Simethicone, Etidronic Acid, Sorbitan Stearate, PEG-40 Stearate, Potassium Sorbate, Cellulose Gum Кондиционирующая сыворотка: Aqua/Water/Eau/Water/Eau, Bis-Hydroxy/Methoxy Amodimethicone, Stearyl Alcohol, Cetyl Alcohol, Stearamidopropyl Dimethylamine, Glutamic Acid, Benzyl Alcohol, Fragrance/Fragrance/Parfum, Panthenyl Ethyl Ether, Citric Acid, EDTA, Hexyl Cinnamal, Sodium Chloride, Cocos Nucifera Oil, Carthamus Tinctorius Seed Oil, Panthenol, Benzyl Salicylate, Magnesium Nitrate, Trimethylsiloxysilicate, Aloe Barbadensis Leaf Juice, Methylchloroisothiazolinone, Magnesium Chloride, Methylisothiazolinone, Ascorbic Acid, Sodium Sulﬁte, Sodium Benzoate, Potassium Sorbate";145;LONDA крем-краска для волос Age Defy бежевый блонд 9/03;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:LONDA;
(Характеристики товара)Серия:Age Defy;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:8699568531297;
(Характеристики товара)Объем:50 / 50 / 30 мл";LONDA;
Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;1;520251;Косметика и Уход/Уход за волосами/Средства для окрашивания и тонирования волос;/storage/photo/original/e/londa-krem-kraska-dlya-volos-age-defy-bordo-55.jpg;"Стойкая крем-краска. Борьба с 7 возрастными признакми. 100 % закрашивание седины.
1) Приготовьте смесь для окрашивания
2) Нанесите крем-краску только на сухие волосы для получения интенсивного результата, затем смойте по окончании времени воздействия водой
3)Нанесите бальзам ""Стойкий Цвет"" на влажные волосы. Более подробную инструкцию смотрите внутри упаковки.
Состав: Крем-краска: Aqua/Water/Eau, Cetearyl Alcohol, Glyceryl Stearate SE, Ammonium Hydroxide, Sodium Laureth Sulfate, Glycol Distearate, Lanolin Alcohol, Sodium Lauryl Sulfate, Toluene-2,5-Diamine Sulfate, Sodium Cocoyl Isethionate, Sodium Sulﬁte, Resorcinol, Ascorbic Acid, Sodium Sulfate, Fragrance/Parfum, m-Aminophenol, 2-Amino-6-Chloro-4-Nitrophenol, Disodium EDTA, 2,4-Diaminophenoxyethanol HCl, 4-Amino-2-Hydroxytoluene, Tocopherol Окислитель: Aqua/Water/Eau, Hydrogen Peroxide, Cetearyl Alcohol, Sodium Lauryl Sulfate, Salicylic Acid, Disodium Phosphate, Phosphoric Acid, Simethicone, Etidronic Acid, Sorbitan Stearate, PEG-40 Stearate, Potassium Sorbate, Cellulose Gum Кондиционирующая сыворотка: Aqua/Water/Eau/Water/Eau, Bis-Hydroxy/Methoxy Amodimethicone, Stearyl Alcohol, Cetyl Alcohol, Stearamidopropyl Dimethylamine, Glutamic Acid, Benzyl Alcohol, Fragrance/Fragrance/Parfum, Panthenyl Ethyl Ether, Citric Acid, EDTA, Hexyl Cinnamal, Sodium Chloride, Cocos Nucifera Oil, Carthamus Tinctorius Seed Oil, Panthenol, Benzyl Salicylate, Magnesium Nitrate, Trimethylsiloxysilicate, Aloe Barbadensis Leaf Juice, Methylchloroisothiazolinone, Magnesium Chloride, Methylisothiazolinone, Ascorbic Acid, Sodium Sulﬁte, Sodium Benzoate, Potassium Sorbate";145;LONDA крем-краска для волос Age Defy бордо 5/5;"(Характеристики товара)Тип товара:Краски для волос;
(Характеристики товара)Бренд:LONDA;
(Характеристики товара)Серия:Age Defy;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:8699568531419;
(Характеристики товара)Объем:50 / 50 / 30 мл";LONDA;
