"Характеристики";"Короткое название";"Артикул"
"(Характеристики товара (Продукты))Тип товара:Подарочный набор;
(Характеристики товара (Продукты))Код товара:АМ-7870";"Набор Ahmad Tea  Moments черный листовой чай со вкусом и ароматом бергамота, 30 г + зеленый листовой чай со вкусом и ароматом жасмина, 30 г";121020
"(Характеристики товара (Продукты))Тип товара:Подарочный набор;
(Характеристики товара (Продукты))Код товара:АМ-7925";"Ahmad Tea Healthy&Tasty эксклюзивный набор травяного чая, 60 пакетиков";124013
"(Характеристики товара (Продукты))Тип товара:Подарочный набор;
(Характеристики товара (Продукты))Код товара:АМ-7927";"Ahmad Tea Weekend Collection набор листового чая в пирамидках (3 вкуса)";127005
"(Характеристики товара (Продукты))Тип товара:Подарочный набор;
(Характеристики товара (Продукты))Код товара:АМ-7937";"Ahmad Tea One Love эксклюзивный набор (3 вкуса), 3 пачки по 25 пакетиков";124014
"(Характеристики товара (Продукты))Тип товара:Подарочный набор;
(Характеристики товара (Продукты))Код товара:АМ-7950";"Ahmad Tea Four Seasons зимний подарочный набор чая из 15 вкусов (90 пакетиков из фольги)";124011
"(Характеристики товара (Продукты))Тип товара:Подарочный набор;
(Характеристики товара (Продукты))Код товара:АМ-7951";"Ahmad Tea Four Seasons подарочный набор чая из 15 вкусов (90 пакетиков из фольги)";124012
