"Артикул";"Трансазия_Зачеркнутая";"Цена_Трансазия";"Цена_Розничная";"Трансазия_от 3 шт."
"410353";"";"842";"1052";"817"
"410360";"";"660";"825";"640"
"410358";"";"447";"559"
"460378";"195";"142";"178"
"410378";"538";"387";"484"
"410359";"";"447";"559"
"410370";"";"64";"80"
"410352";"";"627";"784";"608"
"410380";"387";"278";"348"
"460374";"";"91";"114"
"460379";"195";"142";"178"
"410390";"195";"163";"204"
"410381";"538";"387";"484"
"410398";"386";"301";"376"
"410399";"";"44";"55"
"410400";"";"39";"49"
"410406";"386";"301";"376"
"460261";"175";"154";"192"
"410405";"195";"163";"204"
"410397";"195";"163";"204"
"460381";"48";"42";"52"
"410408";"538";"446";"558"
"460380";"386";"301";"376"
"410409";"";"39";"49"
"410401";"195";"163";"204"
"410384";"386";"301";"376"
"410402";"386";"301";"376"
"410387";"746";"634";"792";"615"
"410386";"538";"446";"558"
"410410";"";"39";"49"
"410383";"195";"163";"204"
"410394";"746";"634";"792";"615"
"410377";"387";"278";"348"
"410393";"538";"446";"558"
"410417";"";"840";"1050";"815"
"410389";"1123";"1010";"1262";"980"
"410422";"";"570";"712"
"460382";"";"41";"51"
"460268";"";"35";"44"
"410396";"94";"82";"102"
"460383";"";"41";"51"
"460271";"";"570";"712"
"410423";"";"570";"712"
"410427";"";"570";"712"
"460347";"";"113";"141"
"410426";"";"570";"712"
"410425";"";"570";"712"
"410339";"";"31";"39"
"410437";"";"2222";"2778";"2155"
"410441";"";"98";"122"
"410430";"";"1098";"1372";"1065"
"410429";"";"570";"712"
"410436";"";"570";"712"
"410342";"";"31";"39"
"460368";"38";"26";"32"
"410275";"237";"137";"171"
"410280";"";"612";"765";"594"
"410284";"38";"26";"32"
"410271";"";"612";"765";"594"
"460371";"";"31";"39"
"410283";"237";"137";"171"
"460362";"84";"54";"68"
"410298";"";"386";"482"
"410450";"41";"27";"34"
"460364";"47";"31";"39"
"460370";"41";"27";"34"
"410449";"546";"360";"450"
"410451";"187";"121";"151"
"410457";"165";"107";"134"
"410452";"319";"207";"259"
"410455";"";"315";"394"
"410454";"";"542";"678"
"410457";"187";"121";"151"
"410458";"319";"207";"259"
"460375";"";"117";"146"
"410479";"402";"289";"361"
"460387";"";"57";"71"
"410475";"319";"229";"286"
"410462";"";"263";"329"
"460263";"788";"559";"699"
"410480";"603";"428";"535"
"410476";"402";"289";"361"
"410477";"603";"428";"535"
"410471";"788";"559";"699"
