"Рекомендуемые товары";"Сопутствующие товары";"Артикул";"Короткое название"
"HARRYS хлеб нарезка American Sandwich пшенично-ржаной 470 г;HARRYS хлеб нарезка American Sandwich пшеничный 470 г";"FERRAGOSTO горошек консервированный 425 г;ДОБРОФЛОТ сельдь Тихоакеанская натуральная с добавлением масла 245 г;HEINZ фасоль белая 400 г;МАЯК икра сома 125 г;КУБАНОЧКА томаты маринованные 0,72 л;МАЯК икра трески 125 г";180010;"HARRYS хлеб нарезка American Sandwich 7 злаков 470 г"
"HARRYS хлеб нарезка American Sandwich 7 злаков 470 г;HARRYS хлеб нарезка American Sandwich пшенично-ржаной 470 г";"FERRAGOSTO Кукуруза ж/б 425мл;НЕПТУН Сайра НДМ №6 240г;FERRAGOSTO горошек консервированный 425 г;ДОБРОФЛОТ сельдь Тихоакеанская натуральная с добавлением масла 245 г;HEINZ фасоль белая 400 г;МАЯК икра сома 125 г";180011;"HARRYS хлеб нарезка American Sandwich пшеничный 470 г"
"HARRYS хлеб нарезка American Sandwich пшеничный 470 г;HARRYS хлеб нарезка American Sandwich 7 злаков 470 г";"LORADO кукуруза консервированная 425 г;LORADO черника дробленая с сахаром 370 мл;FERRAGOSTO Кукуруза ж/б 425мл;НЕПТУН Сайра НДМ №6 240г;FERRAGOSTO горошек консервированный 425 г;ДОБРОФЛОТ сельдь Тихоакеанская натуральная с добавлением масла 245 г";180012;"HARRYS хлеб нарезка American Sandwich пшенично-ржаной 470 г"
