Артикул;;
110114;690;198.14
110115;3070;102.68
110116;2180;154.99
110103;6099;177.6
110104;2718;269.73
110106;5645;56.61
110108;1833;577.82
110109;4254;96.29
110107;15875;78.81
110110;16515;130.98
110117;1967;207.57
110098;1191;344.1
110100;9586;108.78
110099;1386;133.33
110118;1319;163.73
