"Артикул";"Цена_Закупочная"
"740010";"135"
"740011";"138"
"740012";"146"
"740013";"156"
"740014";"74"
"740015";"76"
"740016";"136"
"740017";"152"
"740018";"155"
"740019";"159"
"740020";"159"
"740021";"165"
"740022";"177"
"740023";"177"
"740024";"203"
"740025";"221"
"740026";"239"
"740027";"155"
"740028";"273"
"740029";"284"
"740030";"326"
"740031";"326"
"740032";"334"
"740033";"358"
"740034";"364"
"740035";"410"
"740036";"410"
"740037";"428"
"740038";"43"
"740039";"43"
"740040";"43"
"740041";"437"
"740042";"447"
"740043";"52"
"740044";"55"
"740045";"55"
"740046";"559"
"740047";"76"
"740048";"77"
"740049";"83"
"740050";"94"
"740051";"389"
"740052";"389"
"780100";"143"
"780101";"282"
"780102";"294"
"780103";"294"
"780104";"306"
"780105";"332"
"780106";"334"
"780107";"346"
"780108";"348"
"780109";"369"
"780110";"370"
"780111";"373"
"780112";"389"
"780113";"445"
"780114"
"780115";"513"
"780116";"515"
"780117"
"780118";"544"
"780119"
"780120";"579"
"780121";"581"
"780122";"83"
"780123";"101"
"780124";"106"
"780125";"138"
"780126";"160"
"780127";"118"
"780128";"101"
"780129";"142"
"780130";"70"
"780131";"138"
"780132";"128"
"780133";"90"
"780134";"81"
"780135";"101"
"780136";"559"
"780137";"1083"
"780138";"729"
"780139";"157"
"780140";"638"
"780141";"539"
"780142";"502"
"780143";"2439"
"780144";"689"
"780145";"699"
"780146";"652"
"780147";"659"
"780148";"464"
"780149";"644"
"780150";"644"
"780151";"620"
"780152";"620"
"780153";"620"
"780154";"619"
"780155";"619"
"780156";"619"
"780157";"790"
"780158";"66"
"780159";"66"
"780160";"66"
"780161";"68"
"780162";"66"
"780163";"68"
"780164";"68"
"780165";"417"
"780166";"454"
"780167";"417"
"780168";"324"
"780169";"318"
"780170";"190"
"780171";"233"
"780172";"202"
"780173";"282"
"780174";"282"
"780175";"282"
"780176";"318"
"780177";"322"
"780178";"345"
"780179";"373"
"780180";"430"
"780181";"444"
"780182";"454"
"780183";"455"
"780184";"488"
"780185";"495"
"780186";"505"
"780187";"525"
"780188";"556"
"780189"
"780190"
"780191";"78"
"780192";"81"
"780193";"310"
"780194";"310"
"780195";"79"
"780196";"105"
"780197";"349"
"780198";"58"
"780199";"110"
"780200";"521"
"780201";"341"
"780202";"374"
"780203";"521"
"780204";"521"
"780205";"559"
"780206";"559"
"780207";"521"
"780208";"521"
"780209";"521"
"780210";"521"
"780211";"559"
"780212";"559"
"780213";"586"
"780214";"510"
"780215";"588"
"780216";"588"
"780217";"588"
"780218";"528"
"780219";"668"
"730010";"303"
"730011";"536"
"730012";"100"
"730013";"101"
"730014"
"730015";"125"
"730016";"149"
"730017";"149"
"730018";"152"
"730019";"173"
"730020";"196"
"730021";"235"
"730022";"24"
"730023";"24"
"730024";"24"
"730025"
"730026"
"730027";"27"
"730028";"27"
"730029";"299"
"730030";"30"
"730031";"35"
"730032";"37"
"730033";"37"
"730034";"40"
"730035";"40"
"730036";"48"
"730037";"50"
"730038";"50"
"730039";"50"
"730040";"54"
"730041";"55"
"730042";"58"
"730043"
"320010";"140"
"320011";"166"
"320012";"176"
"320013";"176"
"320014";"178"
"320015";"178"
"320016";"178"
"320017";"178"
"320018";"178"
"320019";"178"
"320020";"195"
"320021";"243"
"320022";"243"
"320023";"178"
"320024";"246"
"320025";"246"
"320026";"246"
"320027";"170"
"320028";"286"
"320029";"286"
"320030";"156"
"320031";"286"
"320032";"277"
"320033";"277"
"320034";"277"
"320035";"286"
"320036";"286"
"320037";"156"
"320038";"286"
"320039";"286"
"320040";"222"
"320041";"323"
"320042";"323"
"320043";"303"
"320044";"303"
"320045";"303"
"320046";"328"
"320047";"328"
"320048";"328"
"320049";"328"
"320050";"328"
"320051";"328"
"320052";"327"
"320053";"327"
"320054"
"320055";"53"
"320056";"53"
"320057";"76"
"320058"
"320059";"147"
"320060";"125"
"320061";"125"
"320062";"125"
"320063";"89"
"320064";"125"
"320065";"125"
"320066";"125"
"320067";"125"
"320068";"85"
"320069";"85"
"320070";"207"
"320071";"195"
"320072";"195"
"320073";"120"
"320074";"195"
"320075";"120"
"320076";"96"
"320077";"120"
"320078";"120"
"320079";"120"
"320080";"195"
"320081";"281"
"320082";"281"
"320083";"228"
"320084";"228"
"320085";"228"
"320086";"228"
"320087";"228"
"320088";"228"
"320089";"483"
"320090";"396"
"320091";"483"
"320092";"328"
"320093";"343"
"320094";"519"
"320095";"249"
"320096"
"320097"
"320098";"78"
"320099";"78"
"320100";"176"
"320101";"169"
"320102";"213"
"320103"
"320104";"213"
"320105";"213"
"320106";"231"
"320107";"451"
"320108";"500"
"320109";"451"
"320110";"231"
"320111";"231"
"320112";"447"
"320113";"416"
"320114";"76"
"320115";"76"
"320116";"334"
"320117"
"320118";"256"
"320119"
"320120";"368"
"320121";"368"
"320122";"447"
"320123";"447"
"320124";"447"
"320125";"451"
"320126";"451"
"320127";"451"
"320128";"451"
"320129";"451"
"320130";"321"
"320131";"321"
"320132";"321"
"320133";"209"
"320134";"354"
"320135";"386"
"320136";"81"
"320137";"74"
"320138";"226"
"320139";"104"
"320140";"247"
"320141";"215"
"320142";"369"
"320143";"93"
"320144";"328"
"320145";"276"
"320146";"475"
"320147";"348"
"320148";"312"
"320149";"538"
"320150";"455"
"320151";"2473"
"320152";"1715"
"320153";"595"
"320154";"694"
"320155";"1019"
"320156";"1123"
"320157";"1436"
"320158";"1925"
"320159";"762"
"320160";"762"
"320161";"1372"
"320162";"1372"
"320163";"506"
"320164";"592"
"320165";"855"
"320166";"1222"
"320167";"1529"
"320168";"1880"
"320169";"1699"
"320170";"396"
"320171";"442"
"320172";"691"
"320173";"770"
"320174";"1193"
"320175";"1355"
"320176";"1315"
"320177";"286"
"320178";"396"
"320179";"691"
"320180";"1193"
"320181";"539"
"320182";"945"
"320183";"734"
"320184"
"320185"
"320186";"1107"
"320187";"395"
"320188";"395"
"320189";"596"
"320190";"598"
"320191";"493"
"320192";"734"
"320193";"556"
"320194";"921"
"320195";"838"
"320196";"646"
"320197";"35"
"320198";"61"
"320199";"22"
"320200";"769"
"320201";"752"
"320202";"328"
"320203";"564"
"320204";"479"
"320205";"1100"
"320206";"613"
"320207";"96"
"320208";"123"
"320209";"105"
"320210";"114"
"320211"
"320212";"90"
"320213";"163"
"320214";"70"
"320215";"107"
"320216";"70"
"320217";"142"
"320218";"142"
"320219";"142"
"320220";"21"
"320221";"19"
"320222";"352"
"320223";"480"
"320224";"108"
"320225";"165"
"320226";"240"
"320227";"115"
"320228";"265"
"320229";"241"
"320230";"168"
"320231";"264"
"320232";"318"
"320233";"165"
"320234";"265"
"320235";"98"
"320236";"24"
"320237";"1399"
"320238";"998"
"320239";"573"
"320240";"818"
"320241";"835"
"320242";"835"
"320243";"698"
"320244";"560"
"320245";"692"
"320246";"330"
"320247";"341"
"320248";"480"
"320249";"593"
"320250"
"320251";"534"
"320252";"441"
"320253";"155"
"320254";"89"
"320255";"238"
"320256";"212"
"320257";"47"
"320258";"100"
"320259";"179"
"320260";"633"
"320261";"367"
"320262";"509"
"320263";"633"
"320264"
"320265";"595"
"320266";"541"
"320267";"697"
"320268";"593"
"320269";"620"
"360010";"71"
"360011";"57"
"360012";"71"
"360013";"23"
"360014";"29"
"360015";"39"
"360016";"71"
"360017";"44"
"360018";"65"
"360019";"65"
"360020";"57"
"360021";"65"
"360022";"28"
"360023";"71"
"360024";"39"
"360025";"57"
"360026";"58"
"360027";"41"
"360028";"46"
"360029";"72"
"360030";"53"
"360031";"34"
"360032";"44"
"360033";"44"
"360034";"29"
"360035";"55"
"360036";"58"
"360037";"18"
"360038";"27"
"360039";"40"
"360040";"34"
"360041";"55"
"360042";"37"
"360043";"39"
"360044";"77"
"360045";"55"
"350010";"188"
"350011";"163"
"350012";"163"
"350013";"251"
"350014";"251"
"350015";"137"
"350016";"137"
"350017";"188"
"350018";"188"
"350019";"188"
"350020";"203"
"350021";"203"
"350022"
"350023";"152"
"350024";"152"
"350025";"152"
"350026";"152"
"350027";"120"
"350028";"120"
"350029";"120"
"350030";"120"
"350031";"120"
"350032";"120"
"350033";"110"
"350034";"116"
"350035";"116"
"350036";"140"
"350037";"157"
"350038";"140"
"350039";"157"
"350040";"140"
"350041";"110"
"350042";"110"
"350043";"110"
"350044";"191"
"350045";"168"
"350046";"168"
"350047";"191"
"350048";"130"
"350049";"130"
"350050";"191"
"350051";"130"
"350052";"191"
"350053"
"350054";"191"
"350055";"130"
"350056";"191"
"350057";"130"
"350058";"191"
"350059";"98"
"350060";"130"
"350061";"191"
"350062";"168"
"350063";"168"
"350064";"168"
"350065";"168"
"350066";"167"
"350067";"168"
"350068";"168"
"350069";"130"
"350070";"168"
"350071";"168"
"350072";"130"
"350073";"191"
"350074";"191"
"350075";"130"
"350076";"191"
"350077";"191"
"350078";"155"
"350079";"155"
"350080";"155"
"350081";"179"
"350082";"179"
"350083";"179"
"350084";"218"
"350085";"146"
"350086";"146"
"350087"
"350088";"146"
"350089";"179"
"350090";"179"
"350091";"146"
"350092";"146"
"350093";"218"
"350094"
"350095"
"350096"
"350097"
"350098"
"350099";"166"
"350100";"166"
"350101";"166"
"350102";"166"
"350103";"137"
"350104";"137"
"350105";"183"
"350106";"166"
"350107";"137"
"350108";"166"
"350109";"137"
"350110";"137"
"350111";"166"
"350112";"137"
"350113";"137"
"350114";"183"
"350115"
"350116"
"350117"
"350118"
"350119"
"350120";"166"
"350121";"188"
"350122";"203"
"350123";"120"
"350124";"120"
"350125";"152"
"350126"
"350127";"144"
"350128";"174"
"350129";"174"
"350130";"174"
"350131";"144"
"350132";"144"
"350133";"144"
"350134";"174"
"350135";"144"
"350136"
"350137";"126"
"350138";"168"
"350139";"191"
"350140";"126"
"350141";"168"
"350142";"257"
"350143";"197"
"350144";"197"
"350145";"197"
"350146";"197"
"350147";"197"
"350148";"197"
"350149";"197"
"350150";"197"
"350151";"197"
"350152";"197"
"350153";"197"
"350154";"197"
"350155";"197"
"350156";"197"
"350157";"197"
"350158";"215"
"350159";"215"
"350160";"215"
"350161";"215"
"350162";"183"
"350163";"183"
"350164";"183"
"350165";"215"
"350166";"218"
"350167";"218"
"350168"
"350169";"218"
"350170";"197"
"350171";"236"
"350172";"236"
"350173";"197"
"350174";"197"
"350175";"197"
"350176";"197"
"350177";"197"
"350178";"197"
"350179";"197"
"350180";"197"
"350181";"197"
"350182";"197"
"350183";"236"
"350184";"197"
"350185";"197"
"350186";"197"
"350187";"197"
"350188";"197"
"350189";"197"
"350190";"197"
"350191";"197"
"350192";"218"
"350193";"218"
"350194";"110"
"350195";"131"
"350196";"131"
"350197";"233"
"350198";"213"
"350199";"181"
"350200";"213"
"350201";"181"
"350202";"213"
"350203";"181"
"350204";"181"
"350205";"181"
"350206";"213"
"350207";"233"
"350208";"220"
"350209";"233"
"350210";"233"
"350211";"181"
"350212";"213"
"350213";"375"
"350214";"375"
"350215";"375"
"350216";"257"
"350217";"257"
"350218";"257"
"350219";"257"
"350220";"257"
"350221";"238"
"350222";"203"
"350223";"238"
"350224";"243"
"350225";"243"
"350226";"238"
"350227";"243"
"350228";"238"
"350229";"203"
"350230";"166"
"350231";"166"
"350232";"137"
"350233";"166"
"350234";"166"
"350235";"166"
"350236";"166"
"350237";"137"
"350238";"183"
"350239";"166"
"350240";"166"
"350241";"137"
"350242";"137"
"350243";"183"
"350244";"137"
"350245";"215"
"350246";"215"
"350247";"257"
"350248";"257"
"350249";"257"
"350250";"257"
"350251";"257"
"350252";"221"
"350253";"221"
"350254";"221"
"350255";"221"
"350256";"221"
"350257";"210"
"350258";"210"
"350259";"233"
"350260";"181"
"350261";"213"
"350262";"233"
"350263";"233"
"350264";"221"
"330010";"169"
"330011";"58"
"330012";"182"
"330013";"253"
"330014";"182"
"330015";"152"
"330016";"152"
"330017";"152"
"330018";"182"
"330019";"253"
"330020";"207"
"330021";"207"
"330022";"207"
"330023";"207"
"330024";"153"
"330025";"207"
"330026";"67"
"330027";"253"
"330028";"182"
"330029";"83"
"330030";"83"
"330031";"242"
"330032";"242"
"330033";"242"
"330034";"242"
"330035";"289"
"330036";"242"
"330037";"586"
"330038";"198"
"330039";"293"
"330040";"293"
"330041";"293"
"330042";"293"
"330043";"198"
"330044";"198"
"330045";"198"
"330046";"198"
"330047";"198"
"330048";"198"
"330049";"253"
"330050";"182"
"330051";"319"
"330052";"319"
"330053";"143"
"330054";"143"
"330055";"143"
"330056";"243"
"330057";"243"
"330058";"243"
"330059";"243"
"330060";"243"
"330061";"280"
"330062";"243"
"330063";"280"
"330064";"280"
"330065";"280"
"330066";"243"
"330067";"243"
"330068";"403"
"330069";"403"
"330070";"403"
"330071";"403"
"330072";"403"
"330073";"403"
"330074";"403"
"330075";"403"
"330076"
"330077"
"330078"
"330079";"1009"
"330080";"385"
"330081";"1009"
"330082";"385"
"330083";"2429"
"330084";"2429"
"330085";"830"
"330086";"1056"
"330087";"170"
"330088"
"330089";"170"
"330090";"170"
"330091";"182"
"330092";"182"
"330093";"153"
"330094";"207"
"330095";"207"
"330096";"153"
"330097";"153"
"330098";"207"
"330099";"153"
"330100";"207"
"330101";"153"
"330102";"207"
"330103";"153"
"330104";"207"
"330105";"153"
"330106";"207"
"330107";"153"
"330108";"207"
"330109";"207"
"330110";"153"
"330111";"207"
"330112";"207"
"330113";"207"
"330114";"153"
"330115";"207"
"330116";"207"
"330117";"207"
"330118";"207"
"330119";"153"
"330120";"66"
"330121";"226"
"330122";"226"
"330123";"226"
"330124";"226"
"330125";"226"
"330126";"226"
"330127";"226"
"330128";"226"
"330129";"147"
"330130";"147"
"330131";"147"
"330132";"147"
"330133";"147"
"330134";"147"
"330135";"147"
"330136";"147"
"330137";"147"
"330138";"147"
"330139";"147"
"330140";"147"
"330141";"147"
"330142";"147"
"330143";"152"
"330144";"152"
"330145";"152"
"330146";"152"
"330147";"152"
"330148"
"330149";"152"
"330150";"152"
"330151";"113"
"330152";"331"
"330153";"331"
"330154";"331"
"330155"
"330156";"331"
"330157";"331"
"330158"
"330159"
"330160";"331"
"330161";"331"
"330162"
"330163";"1616"
"330164";"145"
"330165";"188"
"330166";"188"
"330167";"188"
"330168";"188"
"330169";"188"
"330170";"188"
"330171";"188"
"330172";"243"
"330173";"493"
"330174";"56"
"330175";"56"
"330176";"56"
"330177";"56"
"330178";"72"
"330179";"135"
"330180";"135"
"330181";"107"
"330182";"91"
"330183";"104"
"330184";"82"
"330185";"82"
"330186";"82"
"330187";"107"
"330188";"107"
"330189";"107"
"330190";"104"
"330191";"91"
"330192";"91"
"330193";"46"
"330194";"46"
"330195";"46"
"330196";"88"
"330197";"72"
"330198";"88"
"330199";"72"
"330200";"72"
"330201";"62"
"330202";"158"
"330203";"158"
"330204";"62"
"330205";"113"
"330206";"113"
"330207";"93"
"330208";"93"
"330209";"93"
"330210";"93"
"330211";"93"
"330212";"93"
"330213";"217"
"330214"
"330215"
"330216"
"330217";"51"
"330218";"212"
"330219";"212"
"330220";"212"
"330221";"368"
"330222";"368"
"330223";"368"
"330224";"368"
"330225";"368"
"330226";"368"
"330227";"148"
"330228";"148"
"330229";"148"
"330230";"148"
"330231";"148"
"330232";"148"
"330233";"169"
"330234";"169"
"330235";"195"
"330236";"195"
"330237";"132"
"330238";"176"
"330239";"195"
"330240";"176"
"330241";"176"
"330242";"176"
"330243";"176"
"330244";"176"
"330245";"176"
"330246";"176"
"330247";"176"
"330248";"176"
"330249";"176"
"330250";"176"
"330251";"176"
"330252";"176"
"330253";"132"
"330254";"88"
"330255";"88"
"330256";"88"
"330257";"88"
"330258";"84"
"330259";"150"
"330260";"150"
"330261";"150"
"330262";"358"
"330263";"150"
"330264";"150"
"330265";"150"
"330266";"150"
"330267";"150"
"330268"
"330269";"150"
"330270";"358"
"330271"
"330272";"150"
"330273";"150"
"330274";"150"
"330275";"150"
"330276";"150"
"330277";"358"
"330278"
"330279";"150"
"330280"
"330281";"150"
"330282";"150"
"330283";"150"
"330284";"150"
"330285";"150"
"330286";"150"
"330287";"150"
"330288";"150"
"330289";"150"
"330290";"319"
"330291";"319"
"330292";"160"
"330293";"131"
"330294";"131"
"330295"
"330296";"131"
"330297";"131"
"330298";"166"
"330299";"157"
"330300";"275"
"330301";"194"
"330302";"328"
"330303";"328"
"330304";"328"
"330305";"212"
"330306";"212"
"330307";"212"
"330308";"159"
"330309";"194"
"330310";"159"
"330311";"357"
"330312";"194"
"330313";"357"
"330314";"159"
"330315";"197"
"330316";"176"
"330317";"176"
"330318";"176"
"330319"
"330320";"176"
"330321";"176"
"330322";"176"
"330323";"176"
"330324";"176"
"330325";"176"
"330326";"197"
"330327"
"330328";"132"
"330329";"612"
"330330";"352"
"330331";"200"
"330332";"159"
"330333";"159"
"330334";"212"
"330335";"212"
"330336";"88"
"330337";"67"
"330338";"110"
"330339";"69"
"330340";"33"
"330341";"33"
"330342";"268"
"330343";"84"
"330344";"84"
"330345";"44"
"330346";"59"
"330347";"58"
"330348";"112"
"330349";"50"
"330350";"80"
"330351";"280"
"330352";"287"
"330353";"173"
"330354";"280"
"330355";"280"
"330356";"127"
"330357";"127"
"330358";"95"
"330359";"141"
"330360";"127"
"330361";"95"
"330362";"141"
"330363";"141"
"330364";"141"
"330365";"141"
"330366";"180"
"330367";"127"
"330368";"127"
"330369";"63"
"330370";"37"
"330371";"37"
"330372";"37"
"330373";"37"
"330374";"37"
"330375";"66"
"330376"
"330377";"84"
"330378";"218"
"330379";"218"
"330380";"111"
"330381";"111"
"330382";"111"
"330383";"111"
"330384";"111"
"330385";"166"
"330386";"58"
"330387";"47"
"330388";"63"
"330389";"63"
"330390";"100"
"330391";"47"
"330392";"51"
"330393";"51"
"330394";"48"
"330395";"46"
"330396";"130"
"330397";"130"
"330398";"130"
"330399";"256"
"330400";"246"
"330401";"300"
"330402";"77"
"330403";"77"
"330404"
"330405";"164"
"330406";"164"
"330407";"164"
"330408";"164"
"330409";"164"
"330410";"53"
"330411";"53"
"330412";"53"
"330413";"169"
"330414";"121"
"330415"
"330416";"100"
"330417";"287"
"330418";"107"
"330419";"107"
"330420";"84"
"330421";"48"
"330422";"48"
"330423";"48"
"330424";"48"
"330425";"105"
"330426";"105"
"330427"
"330428";"105"
"330429";"105"
"330430";"106"
"330431";"106"
"330432";"223"
"330433";"112"
"330434";"59"
"330435";"111"
"330436";"274"
"330437";"274"
"330438";"274"
"330439";"82"
"330440";"82"
"330441";"187"
"330442";"206"
"330443";"17"
"330444";"28"
"330445";"28"
"330446";"37"
"330447";"37"
"330448";"33"
"330449";"39"
"330450";"51"
"330451";"51"
"330452";"51"
"330453";"27"
"330454";"17"
"330455";"14"
"330456";"14"
"330457";"14"
"330458";"14"
"330459";"14"
"330460";"71"
"330461";"71"
"330462";"44"
"330463";"44"
"330464";"71"
"330465";"21"
"330466";"18"
"330467";"18"
"330468";"18"
"330469";"31"
"330470";"31"
"330471";"31"
"330472";"21"
"330473";"39"
"330474";"39"
"330475";"39"
"330476";"39"
"330477";"39"
"330478";"31"
"330479";"13"
"330480";"13"
"330481";"13"
"330482";"13"
"330483";"39"
"330484";"39"
"330485";"16"
"330486";"15"
"330487";"15"
"330488";"15"
"330489";"15"
"330490";"15"
"330491";"23"
"330492";"23"
"330493";"23"
"330494";"23"
"330495";"23"
"330496";"23"
"330497";"23"
"330498";"23"
"330499";"23"
"330500";"23"
"330501";"38"
"330502";"38"
"330503";"38"
"330504";"38"
"330505";"38"
"330506";"43"
"330507";"43"
"330508";"27"
"330509";"27"
"330510";"27"
"330511";"27"
"330512";"27"
"330513";"33"
"330514";"51"
"330515";"51"
"330516";"51"
"330517";"142"
"330518";"127"
"330519";"127"
"330520";"115"
"330521";"115"
"330522";"115"
"330523";"75"
"330524";"91"
"330525";"91"
"330526";"75"
"330527";"75"
"330528";"75"
"330529";"75"
"330530";"91"
"330531";"91"
"330532";"75"
"330533";"75"
"330534";"93"
"330535";"93"
"330536";"93"
"330537";"93"
"330538";"164"
"330539";"164"
"330540";"34"
"330541";"34"
"330542";"164"
"330543"
"330544"
"330545"
"330546";"64"
"330547";"64"
"330548";"64"
"330549"
"330550";"64"
"330551";"64"
"330552";"64"
"330553";"64"
"330554";"64"
"330555";"90"
"330556";"108"
"330557";"90"
"330558";"17"
"330559";"17"
"330560";"17"
"330561";"90"
"330562";"48"
"330563";"48"
"330564";"48"
"330565";"42"
"330566";"70"
"330567";"70"
"330568";"55"
"330569";"55"
"330570";"53"
"330571";"53"
"330572";"37"
"330573";"37"
"330574";"37"
"330575";"37"
"330576";"37"
"330577";"37"
"330578";"37"
"330579"
"330580";"136"
"330581";"136"
"330582"
"330583";"164"
"330584";"109"
"330585";"81"
"330586";"111"
"330587";"227"
"330588";"396"
"330589"
"330590"
"330591";"264"
"330592";"409"
"330593";"409"
"330594";"409"
"330595";"274"
"330596";"198"
"330597"
"330598"
"330599"
"330600"
"330601";"331"
"330602"
"330603";"99"
"330604";"99"
"330605";"99"
"330606";"107"
"330607";"154"
"330608";"126"
"330609";"126"
"330610";"138"
"330611";"61"
"330612";"55"
"330613";"55"
"330614";"55"
"330615";"111"
"330616";"113"
"330617";"98"
"330618";"130"
"330619";"51"
"330620";"242"
"330621";"242"
"330622";"242"
"330623";"242"
"330624";"242"
"330625";"212"
"330626";"311"
"330627";"311"
"330628";"211"
"330629";"311"
"330630";"311"
"330631";"311"
"330632";"311"
"330633";"311"
"330634";"311"
"330635";"211"
"330636";"211"
"330637";"311"
"330638";"586"
"330639";"586"
"330640";"586"
"330641";"586"
"330642";"293"
"330643";"293"
"330644";"293"
"330645";"198"
"330646";"259"
"330647";"194"
"330648";"259"
"330649";"259"
"330650";"259"
"330651";"259"
"330652";"198"
"330653";"198"
"330654";"198"
"330655";"198"
"330656";"198"
"330657";"198"
"330658";"198"
"330659";"182"
"330660";"253"
"330661";"253"
"330662";"182"
"330663"
"330664";"182"
"330665";"253"
"330666";"182"
"330667";"253"
"330668";"182"
"330669";"1270"
"330670";"319"
"330671";"319"
"330672";"143"
"330673";"205"
"330674";"205"
"330675";"143"
"330676";"143"
"330677";"205"
"330678";"143"
"330679";"205"
"330680"
"330681";"205"
"330682";"243"
"330683";"280"
"330684";"243"
"330685";"243"
"330686";"280"
"330687";"280"
"330688";"280"
"330689";"243"
"330690";"243"
"330691";"243"
"330692";"280"
"330693";"243"
"330694";"243"
"330695";"280"
"330696";"280"
"330697";"238"
"330698";"280"
"330699";"243"
"330700"
"330701"
"330702"
"330703"
"330704"
"330705"
"330706"
"330707"
"330708"
"330709"
"330710"
"330711"
"330712"
"330713"
"330714"
"330715"
"330716"
"330717"
"330718"
"330719"
"330720"
"330721"
"330722"
"330723"
"330724"
"330725"
"330726"
"330727"
"330728"
"330729"
"330730"
"330731"
"330732"
"330733"
"330734"
"330735"
"330736"
"330737"
"330738"
"330739"
"330740"
"330741"
"330742"
"330743"
"330744"
"330745"
"330746"
"330747"
"330748"
"330749"
"330750"
"330751"
"330752"
"330753"
"330754"
"330755"
"330756"
"330757"
"330758"
"330759"
"330760"
"330761"
"330762"
"330763"
"330764"
"330765"
"330766";"2429"
"330767";"2429"
"330768";"369"
"330769";"998"
"330770";"369"
"330771";"369"
"330772";"998"
"330773";"998"
"330774";"369"
"330775";"998"
"330776";"369"
"330777";"998"
"330778";"369"
"330779";"369"
"330780";"234"
"330781";"176"
"330782";"202"
"330783";"278"
"330784";"508"
"330785";"240"
"330786";"384"
"330787"
"330788"
"330789"
"330790"
"330791";"53"
"330792";"170"
"330793";"170"
"330794";"170"
"330795";"170"
"330796";"182"
"330797";"182"
"330798";"196"
"330799";"229"
"330800";"238"
"330801";"283"
"330802"
"330803";"196"
"330804";"196"
"330805";"238"
"330806";"196"
"330807";"176"
"330808";"176"
"330809";"176"
"330810";"176"
"330811";"176"
"330812";"176"
"330813";"76"
"330814";"76"
"330815";"76"
"330816";"207"
"330817";"153"
"330818";"153"
"330819";"207"
"330820";"153"
"330821";"207"
"330822";"153"
"330823";"207"
"330824";"153"
"330825";"207"
"330826";"153"
"330827";"153"
"330828";"207"
"330829";"207"
"330830";"153"
"330831";"153"
"330832";"66"
"330833";"66"
"330834";"207"
"330835";"207"
"330836";"207"
"330837";"207"
"330838";"207"
"330839";"207"
"330840";"207"
"330841";"207"
"330842";"153"
"330843";"207"
"330844";"153"
"330845";"207"
"330846";"207"
"330847";"153"
"330848";"153"
"330849";"207"
"330850";"226"
"330851";"226"
"330852";"226"
"330853";"226"
"330854";"226"
"330855";"226"
"330856";"226"
"330857";"147"
"330858";"182"
"330859";"182"
"330860";"182"
"330861";"182"
"330862";"182"
"330863";"291"
"330864";"182"
"330865";"182"
"330866";"182"
"330867";"182"
"330868";"182"
"330869";"182"
"330870";"182"
"330871";"147"
"330872";"182"
"330873";"182"
"330874";"182"
"330875"
"330876";"182"
"330877";"147"
"330878";"182"
"330879";"147"
"330880";"147"
"330881";"182"
"330882";"147"
"330883";"182"
"330884";"182"
"330885";"182"
"330886";"182"
"330887";"291"
"330888";"147"
"330889";"182"
"330890";"182"
"330891";"182"
"330892";"147"
"330893";"182"
"330894";"198"
"330895";"198"
"330896";"198"
"330897";"198"
"330898"
"330899";"198"
"330900";"198"
"330901"
"330902"
"330903";"198"
"330904";"198"
"330905"
"330906"
"330907";"198"
"330908";"198"
"330909";"331"
"330910";"331"
"330911";"331"
"330912";"331"
"330913";"331"
"330914";"331"
"330915"
"330916";"331"
"330917";"331"
"330918";"606"
"330919";"331"
"330920"
"330921"
"330922"
"330923"
"330924";"1616"
"330925";"188"
"330926";"188"
"330927";"188"
"330928";"188"
"330929";"145"
"330930";"188"
"330931";"188"
"330932"
"330933";"243"
"330934";"212"
"330935";"212"
"340010";"125"
"340011";"79"
"340012";"150"
"340013";"150"
"340014";"36"
"340015";"44"
"340016";"65"
"340017";"92"
"340018";"83"
"340019";"43"
"340020";"43"
"340021";"43"
"340022";"43"
"340023";"107"
"340024";"107"
"340025";"43"
"340026";"43"
"340027";"161"
"340028";"261"
"340029";"47"
"340030";"126"
"340031";"217"
"340032";"217"
"340033";"153"
"340034";"100"
"340035";"153"
"340036";"126"
"340037";"217"
"340038";"161"
"340039";"47"
"340040";"161"
"340041";"161"
"340042";"261"
"340043";"261"
"340044";"161"
"340045";"161"
"340046";"47"
"340047";"47"
"340048";"47"
"340049";"100"
"340050";"161"
"340051";"47"
"340052";"116"
"340053";"203"
"340054"
"340055";"160"
"340056";"239"
"340057";"89"
"340058";"100"
"340059";"153"
"340060";"161"
"340061";"239"
"340062";"239"
"340063";"54"
"340064";"100"
"340065";"71"
"340066";"71"
"340067";"188"
"340068";"188"
"340069";"71"
"340070";"188"
"340071";"71"
"340072";"188"
"340073";"132"
"340074";"119"
"340075";"54"
"340076";"54"
"340077";"156"
"340078";"156"
"340079";"76"
"340080";"103"
"340081";"111"
"340082";"119"
"340083";"119"
"340084";"119"
"340085";"227"
"340086";"227"
"340087";"265"
"340088";"57"
"340089";"265"
"340090";"265"
"340091";"100"
"340092";"130"
"340093";"57"
"340094";"57"
"340095";"150"
"340096"
"340097";"57"
"340098";"57"
"340099";"57"
"340100";"100"
"340101";"150"
"340102";"91"
"340103";"98"
"340104";"59"
"340105";"59"
"340106";"74"
"340107";"168"
"340108";"291"
"340109";"74"
"340110";"74"
"340111";"168"
"340112";"168"
"340113";"291"
"340114";"74"
"340115";"291"
"340116";"74"
"340117";"168"
"340118";"59"
"340119"
"340120";"74"
"340121";"168"
"340122";"291"
"340123";"74"
"340124";"168"
"340125";"86"
"340126";"168"
"340127";"76"
"340128";"168"
"340129";"76"
"340130";"76"
"340131";"168"
"340132";"27"
"340133";"47"
"340134";"55"
"340135";"55"
"340136";"63"
"340137";"67"
"340138";"77"
"340139";"77"
