"Артикул";"Цена_Закупочная"
"570025";"289"
"570026";"366"
"570027";"615"
"570028";"476"
"570029";"488"
"570030"
"570031";"289"
"570032";"482"
"570033";"469"
"570034";"354"
"570035";"551"
"570036";"275"
"570037";"294"
"570038";"294"
"570039";"477"
"570040";"1220"
"570041";"853"
"520010";"926"
"520011";"926"
"520012"
"520013";"1174"
"520014";"747"
"520015";"747"
"520016";"640"
"520017";"1761"
"520018";"640"
"520019";"130"
"520020";"95"
"520021";"95"
"520022";"130"
"520023";"95"
"520024";"130"
"520025";"95"
"520026";"95"
"520027";"95"
"520028";"95"
"520029";"95"
"520030";"95"
"520031";"95"
"520032";"72"
"520033";"130"
"520034";"95"
"520035";"95"
"520036";"355"
"520037";"355"
"520038";"490"
"520039";"490"
"520040";"159"
"520041";"101"
"520042";"747"
"520043";"74"
"520044";"100"
"520045";"152"
"520046";"142"
"520047";"62"
"520048"
"520049";"62"
"520050";"152"
"520051";"62"
"520052";"152"
"520053";"152"
"520054";"62"
"520055";"62"
"520056";"926"
"520057";"926"
"520058";"907"
"520059";"907"
"520060";"1974"
"520061"
"520062";"800"
"520063";"800"
"520064";"800"
"520065";"1867"
"520066";"1974"
"520067";"95"
"520068";"143"
"520069";"143"
"520070";"773"
"520071";"389"
"520072";"389"
"520073";"351"
"520074";"307"
"520075";"307"
"520076";"403"
"520077";"345"
"520078";"403"
"520079";"403"
"520080";"403"
"520081";"403"
"520082";"1056"
"520083";"429"
"520084";"429"
"520085";"429"
"520086";"1056"
"520087";"429"
"520088";"132"
"520089";"907"
"520090"
"520091";"1974"
"520092";"279"
"520093";"279"
"520094";"80"
"520095";"178"
"520096";"178"
"520097";"178"
"520098";"100"
"520099";"370"
"520100";"370"
"520101";"370"
"520102";"244"
"520103"
"520104";"289"
"520105";"822"
"520106";"822"
"520107";"822"
"520108";"1067"
"520109";"1067"
"520110";"939"
"520111"
"520112";"785"
"520113";"785"
"520114";"785"
"520115";"785"
"520116";"135"
"520117";"466"
"520118";"344"
"520119";"383"
"520120";"768"
"520121";"356"
"520122";"356"
"520123";"356"
"520124";"356"
"520125";"356"
"520126";"417"
"520127";"417"
"520128"
"520129";"350"
"520130";"293"
"520131";"403"
"520132";"403"
"520133";"403"
"520134";"403"
"520135";"403"
"520136";"403"
"520137";"409"
"520138";"429"
"520139";"429"
"520140";"473"
"520141";"429"
"520142";"429"
"520143";"484"
"520144";"669"
"520145";"210"
"520146";"843"
"520147";"843"
"520148";"843"
"520149";"822"
"520150";"694"
"520151"
"520152";"1014"
"520153";"207"
"520154";"261"
"520155";"207"
"520156";"207"
"520157";"207"
"520158"
"520159";"370"
"520160";"441"
"520161"
"520162"
"520163";"244"
"520164";"244"
"520165";"736"
"520166";"736"
"520167";"736"
"520168";"736"
"520169";"736"
"520170";"415"
"520171";"415"
"520172";"415"
"520173";"415"
"520174";"415"
"520175";"415"
"520176";"415"
"520177";"415"
"520178";"415"
"520179";"415"
"520180";"415"
"520181";"415"
"520182";"415"
"520183";"415"
"520184";"415"
"520185";"415"
"520186";"415"
"520187"
"520188";"415"
"520189";"415"
"520190";"415"
"520191";"415"
"520192";"108"
"520193";"108"
"520194";"108"
"520195";"108"
"520196"
"520197";"108"
"520198";"108"
"520199";"108"
"520200";"108"
"520201";"108"
"520202";"108"
"520203";"108"
"520204";"108"
"520205";"108"
"520206";"108"
"520207";"108"
"520208";"108"
"520209";"108"
"520210";"108"
"520211";"108"
"520212";"108"
"520213";"108"
"520214";"108"
"520215";"108"
"520216";"108"
"520217";"108"
"520218";"108"
"520219";"108"
"520220";"108"
"520221";"140"
"520222";"108"
"520223";"108"
"520224";"108"
"520225";"108"
"520226";"108"
"520227";"176"
"520228";"176"
"520229";"176"
"520230";"176"
"520231";"176"
"520232";"176"
"520233";"176"
"520234";"176"
"520235";"176"
"520236";"176"
"520237";"176"
"520238";"176"
"520239";"176"
"520240";"176"
"520241";"176"
"520242";"176"
"520243"
"520244";"484"
"520245";"484"
"520246";"484"
"520247";"484"
"520248";"484"
"520249";"111"
"520250";"145"
"520251";"145"
"520252";"145"
"520253";"145"
"520254";"145"
"520255";"145"
"520256";"145"
"520257";"145"
"520258";"145"
"520259";"145"
"520260";"145"
"520261"
"520262";"145"
"520263";"145"
"520264";"145"
"520265";"145"
"520266";"145"
"520267";"145"
"520268";"145"
"520269";"126"
"520270";"126"
"520271";"111"
"520272";"111"
"520273";"111"
"520274";"111"
"520275";"111"
"520276";"119"
"520277";"111"
"520278";"111"
"520279";"119"
"520280";"111"
"520281";"111"
"520282";"111"
"520283";"111"
"520284";"111"
"520285";"111"
"520286";"111"
"520287";"111"
"520288";"111"
"520289";"111"
"520290";"111"
"520291";"111"
"520292";"111"
"520293";"111"
"520294";"111"
"520295";"111"
"520296";"111"
"520297";"365"
"520298";"365"
"520299";"365"
"520300";"365"
"520301";"365"
"520302";"432"
"520303"
"520304";"432"
"520305";"432"
"520306";"432"
"520307";"432"
"520308";"432"
"520309"
"520310";"432"
"520311";"432"
"520312";"432"
"520313";"432"
"520314";"432"
"520315";"432"
"520316";"432"
"520317";"432"
"520318";"432"
"520319";"432"
"520320";"432"
"520321";"432"
"520322";"432"
"520323";"432"
"520324";"432"
"520325";"432"
"520326";"432"
"520327";"432"
"520328";"432"
"520329";"523"
"520330";"466"
"520331";"466"
"520332";"466"
"520333";"466"
"520334";"466"
"520335";"466"
"520336";"311"
"520337";"311"
"520338";"311"
"520339";"311"
"520340";"311"
"520341";"311"
"520342";"311"
"520343";"311"
"520344";"365"
"520345";"261"
"520346";"425"
"520347";"425"
"520348";"425"
"520349";"425"
"520350";"425"
"520351";"425"
"520352";"425"
"520353";"425"
"520354";"425"
"520355";"425"
"520356";"425"
"520357";"425"
"520358";"425"
"520359";"425"
"520360";"425"
"520361";"425"
"520362";"425"
"520363";"425"
"520364";"503"
"520365";"503"
"520366";"503"
"520367";"503"
"520368";"503"
"520369";"503"
"520370";"173"
"520371";"173"
"520372";"173"
"520373";"173"
"520374";"173"
"520375"
"520376"
"520377";"173"
"520378";"173"
"520379";"173"
"520380";"173"
"520381";"173"
"520382";"173"
"520383";"173"
"520384";"173"
"520385";"173"
"520386"
"520387";"173"
"520388";"173"
"520389";"173"
"520390"
"520391"
"520392";"173"
"520393";"173"
"520394";"173"
"520395";"173"
"520396";"173"
"520397";"173"
"520398";"173"
"520399";"173"
"520400";"173"
"520401";"173"
"520402";"173"
"520403";"173"
"520404";"173"
"520405";"173"
"520406";"173"
"520407";"173"
"520408";"173"
"520409";"173"
"520410";"173"
"520411";"173"
"520412";"173"
"520413";"173"
"520414";"173"
"520415";"173"
"520416";"173"
"520417";"173"
"520418";"173"
"520419";"173"
"520420";"173"
"520421";"173"
"520422";"173"
"520423";"173"
"520424";"173"
"520425";"216"
"520426";"216"
"520427"
"520428";"216"
"520429";"486"
"520430";"486"
"520431";"486"
"520432";"486"
"520433";"486"
"520434";"486"
"520435";"486"
"520436";"486"
"520437"
"520438";"486"
"520439";"486"
"520440";"486"
"520441";"486"
"520442";"486"
"520443"
"520444";"486"
"520445";"486"
"520446";"486"
"520447";"102"
"520448";"98"
"520449";"98"
"520450";"98"
"520451";"98"
"520452";"98"
"520453";"98"
"520454";"98"
"520455";"98"
"520456";"98"
"520457";"98"
"520458";"98"
"520459";"98"
"520460";"98"
"520461";"98"
"520462";"98"
"520463";"98"
"520464";"98"
"520465";"98"
"520466";"98"
"520467";"98"
"520468";"98"
"520469";"98"
"520470";"98"
"520471";"166"
"520472";"166"
"520473";"147"
"520474";"361"
"520475";"352"
"520476";"352"
"520477";"352"
"520478";"352"
"520479";"352"
"520480"
"520481";"375"
"520482";"375"
"520483"
"520484";"375"
"520485";"375"
"520486";"375"
"520487";"375"
"520488";"375"
"520489"
"520490";"375"
"520491";"375"
"520492";"375"
"520493";"375"
"520494";"375"
"520495";"352"
"520496";"392"
"520497";"392"
"520498";"392"
"520499";"392"
"520500";"392"
"520501";"392"
"520502";"392"
"520503";"392"
"520504";"392"
"520505";"392"
"520506";"392"
"520507";"392"
"520508";"392"
"520509"
"520510";"392"
"520511";"392"
"520512";"392"
"520513";"392"
"520514";"392"
"520515";"392"
"520516";"392"
"520517";"392"
"520518";"392"
"520519"
"520520";"402"
"520521";"402"
"520522";"402"
"520523";"402"
"520524";"352"
"520525"
"520526";"352"
"520527";"102"
"520528";"102"
"520529";"102"
"520530";"102"
"520531";"102"
"520532";"102"
"520533";"102"
"520534";"102"
"520535";"102"
"520536";"166"
"520537";"366"
"520538";"166"
"520539";"166"
"520540";"166"
"520541";"166"
"520542";"166"
"520543";"166"
"520544";"166"
"520545";"166"
"520546";"166"
"520547";"359"
"520548";"160"
"520549";"154"
"520550";"162"
"520551";"162"
"520552";"478"
"520553";"452"
"520554";"478"
"520555";"414"
"520556";"484"
"520557";"484"
"520558";"484"
"520559";"484"
"520560";"484"
"520561";"484"
"520562";"484"
"520563";"484"
"520564";"464"
"520565";"464"
"520566";"464"
"520567";"478"
"520568";"357"
"520569";"495"
"520570";"444"
"520571";"495"
"520572";"444"
"520573";"470"
"520574";"470"
"520575";"495"
"520576";"495"
"520577";"464"
"520578";"554"
"520579";"435"
"520580";"435"
"520581";"567"
"520582";"435"
"520583";"363"
"520584";"435"
"520585";"435"
"520586";"435"
"520587";"50"
"520588";"50"
"520589";"50"
"520590";"197"
"520591";"197"
"520592";"197"
"520593";"181"
"520594";"181"
"520595";"181"
"520596";"779"
"520597";"1014"
"520598";"779"
"520599";"1014"
"520600";"77"
"520601";"77"
"520602";"73"
"520603";"79"
"520604";"153"
"520605";"153"
"520606";"153"
"520607";"94"
"520608";"94"
"520609";"153"
"520610";"153"
"520611";"153"
"520612";"79"
"520613";"92"
"520614";"106"
"520615";"79"
"520616";"153"
"520617";"153"
"520618";"92"
"520619";"74"
"520620";"93"
"520621";"97"
"520622";"261"
"520623";"261"
"520624"
"520625";"261"
"520626";"261"
"520627";"261"
"520628"
"520629"
"520630";"261"
"520631"
"520632"
"520633"
"520634";"261"
"520635";"261"
"520636"
"520637";"261"
"520638";"391"
"520639";"391"
"520640";"417"
"520641";"417"
"520642";"417"
"520643";"417"
"520644";"417"
"520645";"417"
"520646";"391"
"520647";"391"
"520648";"417"
"520649";"417"
"520650";"261"
"520651";"149"
"520652";"149"
"520653";"472"
"520654";"472"
"520655";"472"
"520656";"472"
"520657";"472"
"520658";"472"
"520659"
"520660";"472"
"520661";"472"
"520662";"219"
"520663";"472"
"520664";"472"
"520665";"219"
"520666";"441"
"520667";"441"
"520668";"441"
"520669";"441"
"520670";"441"
"520671";"441"
"520672";"441"
"520673";"472"
"520674";"472"
"520675";"533"
"520676";"441"
"520677";"441"
"520678";"472"
"520679"
"520680";"472"
"520681";"248"
"520682";"248"
"520683";"248"
"520684";"248"
"520685";"290"
"520686";"248"
"520687";"294"
"520688";"294"
"520689";"294"
"520690";"294"
"520691";"294"
"520692";"184"
"520693";"294"
"520694";"294"
"520695";"294"
"520696";"294"
"520697";"294"
"520698";"184"
"520699";"294"
"520700";"294"
"520701";"294"
"520702";"377"
"520703";"294"
"520704";"294"
"520705";"294"
"520706";"294"
"520707";"584"
"520708";"294"
"520709";"294"
"520710";"294"
"520711";"184"
"520712";"294"
"520713";"294"
"520714";"294"
"520715";"377"
"520716";"283"
"520717";"283"
"520718";"283"
"520719";"283"
"520720";"283"
"520721";"283"
"520722";"283"
"520723";"283"
"520724";"283"
"520725";"283"
"520726";"276"
"520727";"349"
"520728";"349"
"520729";"378"
"520730";"339"
"520731";"349"
"520732";"230"
"520733";"230"
"520734";"230"
"520735";"230"
"520736";"230"
"520737";"213"
"520738";"257"
"520739";"267"
"520740";"222"
"520741";"222"
"520742";"222"
"520743";"222"
"520744";"222"
"520745";"222"
"520746";"219"
"520747";"219"
"520748";"219"
"520749";"219"
"520750";"295"
"520751";"295"
"520752";"219"
"520753";"219"
"520754";"295"
"520755";"219"
"520756";"295"
"520757";"219"
"520758";"219"
"520759";"115"
"520760";"115"
"520761";"219"
"520762";"219"
"520763";"295"
"520764";"219"
"520765";"115"
"520766";"219"
"520767";"295"
"520768";"295"
"520769";"219"
"520770"
"520771";"219"
"520772";"219"
"520773";"219"
"520774";"219"
"520775";"219"
"520776";"219"
"520777";"219"
"520778";"219"
"520779";"219"
"520780";"219"
"520781";"219"
"520782";"219"
"520783";"219"
"520784";"334"
"520785";"334"
"520786";"417"
"520787";"417"
"520788";"346"
"520789";"346"
"520790";"219"
"520791";"240"
"520792";"240"
"520793";"240"
"520794";"240"
"520795";"926"
"520796";"926"
"520797";"926"
"520798";"138"
"520799";"138"
"520800";"1867"
"520801";"694"
"520802";"694"
"520803";"1654"
"520804";"587"
"520805";"960"
"520806";"587"
"520807";"1654"
"520808";"587"
"520809"
"520810";"95"
"520811";"130"
"520812";"95"
"520813";"130"
"520814";"130"
"520815";"130"
"520816";"95"
"520817";"130"
"520818";"130"
"520819";"130"
"520820";"95"
"520821";"130"
"520822"
"520823";"130"
"520824";"130"
"520825";"95"
"520826";"130"
"520827";"95"
"520828";"130"
"520829";"95"
"520830";"130"
"520831";"130"
"520832"
"520833";"130"
"520834";"130"
"520835";"95"
"520836";"98"
"520837";"95"
"520838";"490"
"520839";"490"
"520840";"303"
"520841";"310"
"520842"
"520843";"143"
"520844";"99"
"520845";"166"
"520846";"231"
"520847";"478"
"520848";"478"
"520849";"253"
"520850";"218"
"520851";"55"
"520852";"69"
"520853";"69"
"520854";"112"
"520855";"69"
"520856";"112"
"520857";"69"
"520858";"159"
"520859";"159"
"520860";"166"
"520861";"99"
"520862";"143"
"520863";"143"
"520864";"1867"
"520865";"694"
"520866";"89"
"520867";"1046"
"520868";"164"
"520869";"106"
"520870";"164"
"520871";"106"
"520872";"164"
"520873";"106"
"520874";"164"
"520875";"61"
"520876";"69"
"520877";"81"
"520878";"81"
"520879";"81"
"520880";"81"
"520881";"164"
"520882";"61"
"520883";"69"
"520884";"81"
"520885";"81"
"520886";"81"
"520887";"129"
"520888";"129"
"520889";"59"
"520890";"59"
"520891";"56"
"520892";"56"
"520893";"56"
"520894";"113"
"520895";"143"
"520896";"140"
"520897";"140"
"520898";"140"
"530010";"395"
"530011";"781"
"530012";"634"
"530013";"331"
"530014";"1616"
"530015";"197"
"530016";"197"
"530017";"259"
"530018";"174"
"530019";"174"
"530020";"363"
"530021";"140"
"530022";"140"
"530023";"217"
"530024";"217"
"530025";"163"
"530026";"174"
"530027";"311"
"530028";"311"
"530029";"311"
"530030";"311"
"530031";"140"
"530032";"217"
"530033";"217"
"530034";"217"
"530035";"127"
"530036";"83"
"530037";"149"
"530038";"112"
"530039";"149"
"530040";"149"
"530041";"149"
"530042";"149"
"530043";"149"
"530044";"149"
"530045";"149"
"530046";"127"
"530047";"119"
"530048";"117"
"530049";"75"
"530050";"168"
"530051";"210"
"530052";"75"
"530053";"149"
"530054";"168"
"530055";"94"
"530056";"358"
"530057";"801"
"530058";"801"
"530059";"734"
"530060";"228"
"530061";"161"
"530062";"2226"
"530063";"905"
"530064";"405"
"530065"
"530066";"216"
"530067";"216"
"530068";"216"
"530069";"216"
"530070";"216"
"530071";"1270"
"530072";"880"
"530073";"809"
"530074";"809"
"530075";"307"
"530076";"307"
"530077";"293"
"530078";"307"
"530079";"704"
"530080";"542"
"530081";"809"
"530082";"809"
"530083";"809"
"530084";"542"
"530085";"508"
"530086";"293"
"530087"
"530088"
"530089";"293"
"530090";"307"
"530091";"307"
"530092";"307"
"530093";"307"
"530094";"307"
"530095";"307"
"530096";"358"
"530097";"358"
"530098";"306"
"530099";"306"
"530100";"306"
"530101";"226"
"530102";"244"
"530103";"244"
"530104";"244"
"530105";"238"
"530106";"238"
"530107";"238"
"530108";"238"
"530109";"238"
"530110";"238"
"530111";"351"
"530112";"89"
"530113";"392"
"530114";"392"
"530115";"2532"
"530116";"2023"
"530117";"1820"
"530118";"1210"
"530119";"1414"
"530120";"26"
"530121";"34"
"530122";"34"
"530123";"34"
"530124";"1210"
"530125";"497"
"530126";"497"
"530127";"803"
"530128";"264"
"530129";"297"
"530130";"265"
"530131";"298"
"530132";"196"
"530133";"343"
"530134"
"530135";"327"
"530136"
"530137";"291"
"530138";"702"
"530139";"1514"
"530140";"1414"
"530141";"1514"
"530142";"1616"
"530143";"1719"
"530144";"185"
"530145";"164"
"530146";"80"
"530147";"60"
"530148";"97"
"530149";"863"
"530150";"277"
"530151";"508"
"530152";"508"
"530153";"508"
"530154";"346"
"530155";"304"
"530156";"573"
"530157";"222"
"530158";"274"
"530159";"129"
"530160";"77"
"530161";"77"
"530162";"77"
"530163";"1414"
"530164";"92"
"530165";"92"
"530166";"92"
"530167";"92"
"530168"
"530169";"92"
"530170";"57"
"530171";"120"
"530172";"120"
"530173";"141"
"530174";"141"
"530175";"141"
"530176";"141"
"530177";"105"
"530178";"94"
"530179";"125"
"530180";"527"
"530181";"197"
"530182";"222"
"530183";"164"
"530184";"222"
"530185";"222"
"530186";"198"
"530187";"198"
"530188";"94"
"530189";"154"
"530190";"139"
"530191";"93"
"530192";"94"
"530193";"93"
"530194";"93"
"530195";"93"
"530196";"93"
"530197";"70"
"530198";"217"
"530199";"93"
"530200";"217"
"530201";"217"
"530202";"93"
"530203";"94"
"530204";"93"
"530205";"93"
"530206";"147"
"530207";"246"
"530208";"239"
"530209";"246"
"530210";"246"
"530211";"246"
"530212";"246"
"530213";"352"
"530214";"352"
"530215";"818"
"530216";"803"
"530217";"497"
"530218";"456"
"530219";"456"
"530220";"702"
"530221";"702"
"530222";"196"
"530223";"193"
"530224";"189"
"530225";"196"
"530226";"196"
"530227"
"530228";"220"
"530229";"395"
"530230";"228"
"530231";"228"
"530232";"228"
"530233";"175"
"530234";"230"
"530235";"217"
"530236";"223"
"530237";"226"
"530238";"340"
"530239";"600"
"530240";"1414"
"530241";"215"
"530242";"172"
"530243";"150"
"530244";"164"
"530245";"209"
"530246";"209"
"530247";"104"
"530248";"104"
"530249";"104"
"530250";"608"
"530251"
"530252";"216"
"530253";"939"
"530254";"1311"
"530255";"809"
"530256";"809"
"530257";"542"
"530258";"440"
"530259";"293"
"530260";"307"
"530261";"307"
"530262";"304"
"530263";"304"
"530264";"1210"
"530265";"1616"
"530266";"2023"
"530267";"1270"
"530268";"192"
"530269";"192"
"530270";"1514"
"530271";"1719"
"530272";"1414"
"530273";"88"
"530274";"90"
"530275";"90"
"530276";"79"
"530277";"101"
"530278";"101"
"530279";"101"
"530280";"1729"
"530281";"259"
"530282";"259"
"530283";"117"
"530284";"117"
"530285";"288"
"530286";"169"
"530287";"169"
"530288";"190"
"530289";"117"
"530290";"190"
"530291";"85"
"530292";"85"
"530293";"117"
"530294";"117"
"530295";"117"
"530296";"117"
"530297";"95"
"530298";"95"
"530299";"95"
"530300";"95"
"530301";"95"
"530302";"95"
"530303";"201"
"530304";"131"
"530305";"71"
"530306";"71"
"530307";"121"
"530308";"71"
"530309";"702"
"530310";"762"
"530311";"905"
"530312"
"530313";"1414"
"530314";"1414"
"530315";"50"
"530316";"50"
"530317";"50"
"530318";"50"
"530319";"137"
"530320";"137"
"530321";"137"
"530322";"137"
"530323";"137"
"530324";"456"
"530325";"456"
"530326";"456"
"530327";"456"
"530328";"1414"
"530329";"1414"
"530330";"1414"
"530331";"206"
"530332";"234"
"530333";"234"
"530334";"503"
"530335";"503"
"530336";"503"
"530337";"508"
"530338";"508"
"530339";"88"
"530340";"88"
"530341";"477"
"530342";"813"
"530343"
"530344";"358"
"530345";"477"
"530346";"508"
"530347";"880"
"530348";"63"
"530349";"63"
"530350";"63"
"530351";"63"
"530352";"78"
"530353";"78"
"530354";"78"
"530355";"1719"
"530356";"1414"
"530357";"1311"
"530358";"2023"
"530359";"2328"
"530360";"1616"
"550010";"32"
"550011";"82"
"550012";"94"
"550013";"82"
"550014";"253"
"550015";"286"
"550016";"39"
"550017";"40"
"550018";"34"
"550019"
"550020";"81"
"550021"
"550022";"70"
"550023";"60"
"550024";"38"
"550025";"139"
"550026";"245"
"550027";"147"
"550028";"170"
"550029";"397"
"550030";"204"
"550031";"175"
"550032";"205"
"550033";"209"
"550034";"246"
"550035";"253"
"540010";"187"
"540011";"101"
"540012";"64"
"540013";"91"
"540014";"146"
"540015";"96"
"540016";"30"
"540017";"30"
"540018";"46"
"540019";"38"
"540020";"38"
"540021";"46"
"540022";"32"
"540023";"32"
"540024";"46"
"540025";"38"
"540026";"28"
"540027";"99"
"540028";"153"
"540029";"86"
"540030";"86"
"540031";"72"
"540032";"72"
"540033";"72"
"540034";"102"
"540035";"86"
"540036";"72"
"540037";"50"
"540038";"51"
"540039";"51"
"540040";"34"
"540041";"72"
"540042";"86"
"540043";"86"
"540044";"72"
"540045";"72"
"540046";"72"
"540047";"161"
"540048";"161"
"540049";"135"
"540050";"86"
"540051";"135"
"540052";"60"
"540053";"60"
"540054";"60"
"540055";"60"
"540056";"24"
"540057";"18"
"540058";"186"
"540059";"666"
"540060"
"540061";"72"
"540062";"253"
"540063";"201"
"540064";"30"
"540065";"93"
"540066";"81"
"540067";"82"
"540068";"82"
"540069";"82"
"540070";"74"
"540071";"213"
"540072";"213"
"540073";"213"
"540074";"233"
"540075";"233"
"540076";"64"
"540077";"139"
"540078";"161"
"540079";"86"
"540080";"152"
"540081";"170"
"540082";"137"
"540083";"50"
"560010";"409"
"560011";"589"
"560012"
"560013";"432"
"560014";"510"
"560015";"616"
"560016"
"560017";"453"
"560018"
"560019";"663"
"560020";"616"
"560021";"717"
"560022";"439"
"560023";"717"
"560024";"616"
"560025";"471"
"560026";"683"
"560027";"282"
"560028";"193"
"560029";"54"
"560030";"97"
"560031";"97"
"560032";"268"
"560033";"205"
"560034";"283"
"560035";"179"
"560036";"360"
"560037";"227"
"560038";"284"
"560039";"165"
"560040";"227"
"560041";"201"
"560042";"201"
"560043";"168"
"560044";"46"
"560045";"473"
"560046";"473"
"560047";"473"
"560048";"473"
"560049";"159"
"560050";"193"
"560051";"205"
"560052"
"560053";"159"
"560054";"377"
"560055";"377"
"560056";"377"
"560057";"430"
"560058";"341"
"560059";"244"
"560060";"244"
"560061";"324"
"560062";"215"
"560063";"96"
"560064";"96"
"560065";"198"
"560066";"271"
"560067";"134"
"560068";"187"
"560069";"296"
"560070";"176"
"560071";"276"
"560072";"276"
"560073";"352"
"560074";"352"
"560075";"276"
"560076";"90"
"560077";"90"
"150010";"91"
"150011";"112"
"150012";"112"
"150013"
"150014";"148"
"150015";"33"
"150016";"89"
"150017";"95"
"150018";"32"
"150019";"32"
"150020";"105"
"150021";"348"
"150022";"80"
"150023";"91"
"150024";"78"
"150025";"62"
"150026";"42"
"150027";"91"
"150028";"64"
"150029";"42"
"150030";"42"
"150031";"42"
"150032";"64"
"150033";"45"
"150034";"65"
"150035";"42"
"150036"
"150037";"83"
"150038";"83"
"150039";"45"
"150040";"86"
"150041";"42"
"150042";"92"
"150043";"92"
"150044";"48"
"150045";"92"
"150046";"45"
"150047";"42"
"150048";"48"
"150049";"78"
"150050"
"150051";"36"
"150052";"38"
"150053";"32"
"150054";"55"
"150055";"32"
"150056";"33"
"150057";"24"
"150058";"39"
"150059";"40"
"150060";"43"
"150061";"44"
"150062";"38"
"150063";"65"
"150064";"51"
"150065";"51"
"150066";"38"
"150067";"86"
"150068";"91"
"150069";"93"
"150070";"76"
"150071";"69"
"150072";"68"
"150073";"90"
"150074";"46"
"150075";"39"
"150076";"39"
"150077";"32"
"150078";"40"
"150079";"36"
"150080";"46"
"150081";"66"
"150082";"32"
"150083";"41"
"150084";"52"
"150085";"29"
"150086";"48"
"150087";"71"
"150088";"47"
"150089";"70"
"150090";"49"
"150091";"63"
"150092";"96"
"150093";"69"
"150094";"61"
"150095";"72"
"150096";"76"
"150097";"47"
"150098";"55"
"150099";"184"
"150100";"58"
"150101";"40"
"150102";"103"
"150103";"95"
"150104";"110"
"150105";"97"
"150106";"103"
"150107";"550"
"150108";"55"
"150109";"96"
"150110";"116"
"150111";"48"
"150112";"79"
"150113";"85"
"150114";"89"
"150115";"108"
"150116";"85"
"150117";"90"
"150118";"75"
"150119";"82"
"150120";"77"
"150121";"71"
"150122";"135"
"150123";"83"
"150124";"89"
"150125";"84"
"150126";"44"
"150127";"45"
"150128";"48"
"150129";"72"
"150130";"55"
"150131"
"150132";"60"
"150133";"104"
"150134";"53"
"150135";"65"
"150136";"65"
"150137";"77"
"150138";"70"
"150139";"154"
"150140";"70"
"150141";"70"
"150142";"77"
"150143";"183"
"150144";"70"
"150145";"70"
"150146";"70"
"150147";"183"
"150148";"70"
"150149";"77"
"150150";"77"
"150151";"70"
"150152";"70"
"150153";"70"
"150154";"70"
"150155";"70"
"150156";"59"
"150157";"59"
"150158";"59"
"150159";"59"
"150160";"85"
"150161";"59"
"150162";"59"
"150163";"59"
"150164";"59"
"150165";"76"
"150166";"76"
"150167";"76"
"150168";"46"
"150169";"44"
"150170";"45"
"150171";"45"
"150172";"28"
"150173";"91"
"150174";"40"
"150175";"40"
"150176";"40"
"150177";"50"
"150178";"40"
"150179";"45"
"150180";"45"
"150181";"44"
"150182";"44"
"150183";"73"
"150184";"40"
"150185";"47"
"150186";"40"
"150187";"40"
"150188";"42"
"150189";"40"
"150190";"40"
"150191";"73"
"150192";"40"
"150193";"44"
"150194";"47"
"150195";"42"
"150196";"40"
"150197";"44"
"150198";"40"
"150199";"40"
"150200";"44"
"150201";"61"
"150202";"33"
"150203";"45"
"150204";"52"
"150205";"52"
"150206";"52"
"150207";"99"
"150208";"44"
"150209";"45"
"150210";"40"
"150211";"35"
"150212";"29"
"150213";"29"
"150214";"29"
"150215";"64"
"150216";"64"
"150217";"105"
"150218";"81"
"150219";"81"
"150220";"81"
"150221";"81"
"150222";"81"
"150223";"108"
"150224";"108"
"150225";"108"
"150226";"81"
"150227";"111"
"150228";"179"
"150229";"20"
"150230";"20"
"150231";"20"
"150232";"20"
"150233";"20"
"150234";"22"
"150235";"20"
"150236";"48"
"150237";"141"
"150238";"76"
"150239";"85"
"150240";"43"
"150241";"77"
"150242";"217"
"150243";"67"
"150244";"81"
"150245";"73"
"150246";"66"
"150247";"32"
"150248";"75"
"150249";"51"
"150250";"99"
"150251";"43"
"150252";"354"
"150253";"83"
"150254";"184"
"150255";"42"
"150256";"58"
"150257";"138"
"150258";"328"
"150259";"204"
"150260";"48"
"150261";"69"
"150262";"64"
"150263";"100"
"150264";"113"
"150265";"119"
"150266";"119"
"150267";"161"
"150268";"75"
"150269";"97"
"150270";"113"
"150271";"111"
"150272";"115"
"150273";"52"
"150274";"10"
"150275";"14"
"150276";"111"
"150277";"108"
"150278";"121"
"150279";"167"
"150280";"111"
"150281";"186"
"150282";"135"
"150283";"129"
"150284";"131"
"150285";"107"
"150286";"218"
"150287";"512"
"150288";"332"
"150289";"383"
"150290";"305"
"150291";"115"
"150292";"241"
"150293";"402"
"150294";"100"
"150295";"76"
"150296";"39"
"150297";"78"
"150298";"155"
"150299";"387"
"150300";"39"
"150301";"71"
"150302";"141"
"150303";"352"
"150304";"199"
"150305"
"150306";"67"
"150307";"32"
"150308";"55"
"150309";"60"
"150310";"153"
"150311";"121"
"150312";"121"
"150313";"78"
"150314";"42"
"150315";"42"
"150316";"43"
"150317";"43"
"150318";"42"
"150319";"78"
"150320";"42"
"150321";"78"
"150322";"42"
"150323";"96"
"150324";"99"
"150325";"99"
"150326";"99"
"150327";"99"
"150328";"99"
"150329";"99"
"150330";"45"
"150331";"45"
"150332";"45"
"140010";"22"
"140011";"22"
"140012";"22"
"140013";"22"
"140014";"34"
"140015";"34"
"140016";"24"
"140017";"24"
"140018";"24"
"140019";"24"
"140020";"21"
"140021"
"140022";"62"
"140023";"33"
"140024";"33"
"140025";"101"
"140026";"29"
"140027";"208"
