"Артикул";"Короткое название";"Показывать товар";"Цена_Трансазия";"Цена_Розничная"
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
"";"";"";"";" "
