"Артикул";"Цена_Трансазия";"Цена_Розничная";"Перечеркнутая цена";"Оценка товарного запаса"
460419;403;504;;25
460421;356;445;;25
460422;356;445;;25
460423;356;445;;15
460424;276;345;;5
460425;501;626;;25
460426;1016;1270;1564;25
460427;1016;1270;1564;15
460428;62;78;;5
460429;62;78;;25
460430;197;246;;15
460431;62;78;;25
460432;231;289;;25
460433;62;78;;25
460434;142;178;;5
460435;180;225;;5
460436;103;129;;5
460437;147;184;;25
460438;70;88;;25
460439;118;148;;25
460440;81;101;;25
460441;173;216;;5
460442;521;651;734;25
460443;112;140;;25
460444;170;212;;25
460445;149;186;199;25
460446;114;142;;25
460447;149;186;199;25
460448;247;309;;25
460449;240;300;;25
460450;240;300;;25
510010;461;576;;5
510014;461;576;;5
510017;469;586;;5
510021;469;586;;15
510029;469;586;;5
510031;469;586;;15
510036;560;700;;5
510039;560;700;;5
510047;556;695;;25
510048;556;695;;25
510049;556;695;;15
510053;200;250;;15
510062;702;878;;15
510065;412;515;;15
510066;412;515;;5
510075;375;469;;5
510078;200;250;;25
510079;200;250;;25
510080;200;250;;25
510081;200;250;;25
510083;527;659;;15
510087;462;578;;5
510088;462;578;;5
510096;506;632;;15
510104;824;1030;;5
510105;523;654;;5
510107;523;654;;5
510108;551;689;;5
510113;446;558;;5
510114;446;558;;15
510117;782;978;;5
510118;606;758;;5
510119;606;758;;25
510121;606;758;;15
510122;690;862;;5
510123;690;862;;5
510124;690;862;;5
510125;572;715;;15
510129;393;491;;5
510134;165;206;;25
510136;327;409;;15
510137;330;412;;15
510138;330;412;;15
510139;330;412;;25
510140;330;412;;15
510141;330;412;;15
510142;330;412;;25
510145;584;730;;25
510146;584;730;;25
510147;584;730;;25
510149;584;730;;25
510150;584;730;;25
510151;584;730;;25
510152;584;730;;25
510153;584;730;;15
510154;584;730;;15
510155;586;732;;25
510156;586;732;;15
510157;586;732;;15
510158;586;732;;15
510159;586;732;;15
510160;586;732;;15
510161;586;732;;15
510163;446;558;;15
510166;446;558;;25
510167;393;491;;25
510168;393;491;;25
510169;393;491;;25
510170;393;491;;25
510171;393;491;;25
510172;393;491;;25
510173;393;491;;25
510174;393;491;;25
510175;343;429;;25
510176;343;429;;25
510177;495;619;;25
510178;495;619;;15
510179;495;619;;15
510180;495;619;;15
510181;495;619;;5
510184;546;682;;25
510185;546;682;;25
510186;535;669;;5
510187;629;786;;25
510188;629;786;;25
510189;610;762;;25
510191;555;694;;15
510192;555;694;;5
510193;555;694;;15
510194;286;358;;25
510195;286;358;;25
510196;286;358;;25
510197;445;556;;25
510198;445;556;;25
510199;255;319;;25
510200;430;538;;25
510201;255;319;;25
520010;478;598;;25
520011;478;598;;15
520012;828;1035;;15
520014;828;1035;;5
520016;703;879;;5
520017;1815;2269;;15
520018;703;879;;5
520020;98;122;;25
520021;98;122;;25
520022;134;168;;15
520025;98;122;;25
520026;98;122;;25
520027;98;122;;15
520028;98;122;;25
520032;74;92;99;25
520033;134;168;;25
520034;98;122;;25
520036;252;315;381;25
520037;262;328;363;5
520040;148;185;159;5
520042;828;1035;;5
520047;62;78;;25
520048;62;78;;25
520049;62;78;;15
520051;62;78;;25
520052;152;190;;15
520053;152;190;;5
520054;62;78;;15
520055;62;78;;15
520056;478;598;;15
520057;478;598;;15
520058;947;1184;;5
520059;947;1184;;15
520060;2055;2569;;5
520062;887;1109;;15
520063;887;1109;;15
520064;887;1109;;15
520066;2055;2569;;5
520067;98;122;;25
520074;307;384;;25
520076;306;382;403;15
520077;262;328;345;25
520079;306;382;403;25
520080;306;382;403;25
520081;306;382;403;25
520082;1190;1488;;5
520083;455;569;;15
520084;455;569;;15
520085;455;569;;15
520086;1190;1488;;15
520089;947;1184;;5
520092;279;349;325;15
520093;279;349;325;25
520094;80;100;;15
520095;178;222;;15
520096;178;222;;15
520097;178;222;;15
520098;100;125;;15
520099;281;351;370;25
520101;281;351;370;15
520102;336;420;;25
520103;289;361;333;25
520104;289;361;333;5
520105;847;1059;;5
520107;847;1059;;15
520108;1210;1512;;5
520109;1100;1375;;5
520110;968;1210;;5
520111;887;1109;;25
520112;887;1109;;15
520113;887;1109;;15
520114;887;1109;;5
520115;887;1109;;15
520116;139;174;;15
520117;466;582;;5
520120;355;444;497;5
520123;356;445;;15
520124;356;445;;25
520126;417;521;;25
520127;417;521;;15
520128;176;220;;15
520129;350;438;;15
520130;293;366;;15
520131;306;382;403;25
520132;306;382;403;25
520133;306;382;403;15
520134;306;382;403;25
520135;306;382;403;25
520136;306;382;403;25
520137;409;511;;25
520138;455;569;;5
520139;455;569;;5
520142;455;569;;15
520143;541;676;;15
520146;947;1184;;5
520147;947;1184;;25
520148;947;1184;;5
520149;887;1109;;5
520150;825;1031;;15
520151;935;1169;;15
520152;1045;1306;;5
520153;207;259;241;25
520154;261;326;304;25
520155;207;259;241;25
520156;207;259;241;25
520157;207;259;241;25
520158;281;351;370;15
520159;281;351;370;5
520160;335;419;441;15
520161;289;361;381;5
520163;336;420;;25
520164;336;420;;25
520165;759;949;;5
520166;759;949;;5
520167;759;949;;5
520168;759;949;;5
520170;316;395;416;15
520171;316;395;416;25
520172;316;395;416;25
520173;316;395;416;25
520174;316;395;416;25
520175;316;395;416;25
520176;316;395;416;25
520176;316;395;416;25
520178;316;395;416;25
520179;316;395;416;25
520180;316;395;416;25
520181;316;395;416;25
520182;316;395;416;25
520183;316;395;416;25
520184;316;395;416;25
520185;316;395;416;25
520186;316;395;416;25
520187;316;395;416;15
520188;316;395;416;5
520189;316;395;416;25
520190;316;395;416;25
520191;316;395;416;15
520192;140;175;;25
520193;140;175;;25
520194;140;175;;25
520195;140;175;;25
520196;140;175;;25
520197;140;175;;25
520198;140;175;;25
520199;140;175;;25
520200;140;175;;25
520201;140;175;;25
520202;140;175;;25
520203;140;175;;25
520204;140;175;;25
520205;140;175;;25
520206;140;175;;25
520207;140;175;;25
520208;140;175;;25
520209;140;175;;25
520210;140;175;;25
520211;140;175;;25
520212;140;175;;25
520213;140;175;;25
520214;140;175;;25
520215;140;175;;25
520216;140;175;;25
520217;140;175;;25
520218;140;175;;25
520219;140;175;;25
520220;140;175;;25
520221;140;175;;25
520222;140;175;;25
520223;140;175;;25
520224;140;175;;25
520225;140;175;;25
520226;140;175;;25
520227;176;220;;25
520228;176;220;;25
520229;176;220;;25
520230;176;220;;25
520232;176;220;;25
520233;176;220;;25
520234;176;220;;25
520235;176;220;;25
520236;176;220;;25
520237;176;220;;25
520238;176;220;;25
520239;176;220;;25
520240;176;220;;25
520241;176;220;;25
520242;176;220;;25
520243;519;649;;5
520244;519;649;;15
520245;519;649;;15
520246;519;649;;5
520247;519;649;;5
520248;519;649;;15
520249;111;139;;25
520250;145;181;;25
520251;145;181;;25
520252;145;181;;25
520253;145;181;;25
520254;145;181;;5
520255;145;181;;25
520256;145;181;;25
520257;145;181;;25
520258;145;181;;25
520259;145;181;;25
520260;145;181;;25
520262;145;181;;25
520263;145;181;;25
520264;145;181;;25
520265;145;181;;25
520266;145;181;;25
520267;145;181;;25
520268;145;181;;25
520269;126;158;;25
520270;126;158;;25
520271;111;139;;25
520272;111;139;;25
520273;111;139;;25
520274;111;139;;25
520275;111;139;;25
520276;119;149;;25
520277;111;139;;25
520278;111;139;;25
520279;119;149;;25
520280;111;139;;25
520281;111;139;;25
520282;111;139;;25
520284;111;139;;25
520285;111;139;;25
520287;111;139;;25
520289;111;139;;25
520291;111;139;;25
520292;111;139;;25
520293;111;139;;25
520296;111;139;;25
520297;365;456;;25
520298;365;456;;5
520300;365;456;;15
520301;365;456;;5
520302;432;540;;15
520303;432;540;;15
520304;432;540;;25
520305;432;540;;15
520308;432;540;;25
520309;432;540;;15
520310;432;540;;15
520311;432;540;;15
520315;432;540;;25
520316;432;540;;25
520317;432;540;;15
520318;432;540;;25
520319;432;540;;25
520320;432;540;;25
520322;432;540;;5
520323;432;540;;25
520324;432;540;;5
520325;432;540;;5
520327;432;540;;15
520328;432;540;;25
520329;523;654;;5
520333;466;582;;5
520336;311;389;;15
520337;311;389;;25
520338;311;389;;25
520339;311;389;;5
520340;311;389;;25
520341;311;389;;25
520343;311;389;;25
520344;365;456;;25
520345;261;326;;25
520346;323;404;425;25
520347;323;404;425;25
520348;323;404;425;25
520350;323;404;425;25
520351;323;404;425;25
520352;323;404;425;25
520353;323;404;425;25
520354;323;404;425;25
520355;323;404;425;25
520356;323;404;425;25
520357;323;404;425;25
520358;323;404;425;25
520359;323;404;425;25
520360;323;404;425;25
520361;323;404;425;25
520362;323;404;425;25
520364;382;478;503;25
520365;382;478;503;25
520366;382;478;503;25
520367;382;478;503;25
520368;382;478;503;25
520369;382;478;503;25
520370;131;164;173;25
520371;131;164;173;25
520372;131;164;173;25
520373;131;164;173;25
520374;131;164;173;25
520375;131;164;173;25
520376;131;164;173;25
520377;131;164;173;25
520377;131;164;173;25
520379;131;164;173;25
520380;131;164;173;25
520380;131;164;173;25
520382;131;164;173;25
520383;131;164;173;25
520384;131;164;173;25
520385;131;164;173;25
520386;131;164;173;25
520388;131;164;173;25
520389;131;164;173;25
520390;131;164;173;25
520391;131;164;173;25
520393;131;164;173;25
520396;131;164;173;15
520397;131;164;173;25
520398;131;164;173;25
520399;131;164;173;5
520402;131;164;173;25
520407;131;164;173;25
520408;131;164;173;25
520409;131;164;173;15
520410;131;164;173;5
520411;131;164;173;25
520412;131;164;173;5
520415;131;164;173;25
520419;131;164;173;25
520420;131;164;173;25
520421;131;164;173;25
520424;131;164;173;15
520425;164;205;;5
520428;164;205;;15
520429;370;462;487;25
520430;370;462;487;25
520431;370;462;487;25
520432;370;462;487;25
520433;370;462;487;15
520434;370;462;487;25
520435;370;462;487;25
520436;370;462;487;15
520437;370;462;487;15
520438;370;462;487;25
520439;370;462;487;25
520440;370;462;487;25
520441;370;462;487;25
520442;370;462;487;15
520443;370;462;487;25
520444;370;462;487;25
520446;370;462;487;15
520448;98;122;;25
520449;98;122;;25
520450;98;122;;25
520451;98;122;;25
520452;98;122;;25
520453;98;122;;25
520454;98;122;;25
520455;98;122;;25
520456;98;122;;25
520457;98;122;;25
520458;98;122;;25
520459;98;122;;25
520460;98;122;;25
520461;98;122;;25
520462;98;122;;25
520463;98;122;;25
520464;98;122;;25
520465;98;122;;25
520466;98;122;;25
520467;98;122;;25
520468;98;122;;25
520470;98;122;;25
520473;147;184;;25
520474;275;344;362;15
520475;268;335;353;25
520476;268;335;353;25
520477;268;335;353;25
520478;268;335;353;25
520479;268;335;353;25
520480;375;469;;5
520482;285;356;375;15
520483;285;356;375;25
520485;285;356;375;25
520487;285;356;375;5
520488;285;356;375;5
520489;375;469;;25
520490;285;356;375;5
520491;285;356;375;15
520493;285;356;375;15
520494;285;356;375;15
520495;268;335;353;25
520496;298;372;393;15
520497;298;372;393;25
520498;298;372;393;5
520500;298;372;393;15
520501;298;372;393;25
520503;298;372;393;25
520504;298;372;393;15
520505;298;372;393;25
520506;298;372;393;5
520507;298;372;393;5
520508;298;372;393;25
520511;298;372;393;15
520512;298;372;393;5
520513;298;372;393;15
520514;298;372;393;25
520515;298;372;393;25
520516;298;372;393;5
520517;298;372;393;25
520518;298;372;393;25
520520;306;382;;15
520521;306;382;403;5
520522;306;382;;5
520523;306;382;403;15
520524;268;335;353;25
520525;268;335;353;25
520526;268;335;353;25
520527;102;128;;25
520528;102;128;;25
520529;102;128;;25
520532;102;128;;25
520533;102;128;;25
520534;102;128;;25
520536;166;208;;25
520538;166;208;;15
520540;166;208;;25
520541;166;208;;5
520542;166;208;;25
520543;166;208;;25
520545;166;208;;25
520546;166;208;;25
520547;359;449;;5
520548;165;206;;25
520549;159;199;;25
520550;167;209;;25
520551;167;209;;25
520553;452;565;;25
520554;478;598;;25
520556;484;605;;25
520557;484;605;;15
520558;484;605;;25
520559;484;605;;25
520560;484;605;;25
520561;484;605;;25
520563;484;605;;25
520564;464;580;;25
520565;464;580;;25
520566;464;580;;15
520567;478;598;;25
520568;357;446;;25
520569;495;619;;15
520570;444;555;;5
520571;495;619;;25
520573;470;588;;5
520574;470;588;;25
520575;495;619;;25
520577;464;580;;25
520578;554;692;;15
520579;465;581;;5
520580;465;581;;5
520581;671;839;;15
520582;465;581;;5
520585;465;581;;5
520586;498;622;;5
520590;197;246;;25
520591;197;246;;5
520592;197;246;;25
520593;181;226;;25
520595;181;226;;25
520597;1045;1306;;5
520599;1045;1306;;15
520600;77;96;;25
520601;77;96;;15
520602;62;78;73;25
520603;79;99;;25
520604;153;191;;15
520605;153;191;;25
520606;153;191;;25
520608;94;118;;25
520609;153;191;;25
520610;153;191;;25
520611;153;191;;15
520613;92;115;;25
520615;79;99;;25
520617;153;191;;25
520618;92;115;;25
520619;74;92;;25
520620;93;116;;25
520621;97;121;;15
520622;261;326;;15
520623;261;326;;25
520624;261;326;;5
520625;261;326;;25
520626;261;326;;25
520627;261;326;;25
520628;261;326;;25
520629;261;326;;25
520630;261;326;;25
520631;261;326;;25
520632;351;439;;25
520633;261;326;;25
520634;261;326;;25
520635;261;326;;25
520636;261;326;;25
520637;261;326;;15
520638;313;391;392;25
520640;292;365;418;25
520642;292;365;418;25
520644;292;365;418;25
520646;313;391;392;25
520648;292;365;418;25
520651;149;186;;25
520652;149;186;;25
520653;358;448;472;15
520654;359;449;473;25
520655;359;449;473;25
520656;359;449;473;25
520657;359;449;473;25
520658;359;449;473;25
520660;359;449;473;25
520661;359;449;473;25
520662;166;208;219;25
520663;359;449;473;25
520664;359;449;473;25
520665;166;208;219;25
520666;335;419;441;5
520667;335;419;441;25
520668;335;419;441;15
520669;335;419;441;25
520670;335;419;;15
520671;335;419;441;15
520672;335;419;441;25
520673;358;448;472;15
520674;358;448;472;15
520675;405;506;533;25
520676;335;419;441;15
520677;335;419;441;25
520679;268;335;353;25
520680;358;448;472;15
520681;248;310;;25
520682;248;310;;25
520683;248;310;;25
520684;248;310;;25
520685;290;362;;25
520686;248;310;;25
520687;294;368;;25
520688;294;368;;25
520690;294;368;;25
520691;294;368;;25
520692;184;230;;25
520693;294;368;;25
520694;294;368;;25
520695;294;368;;25
520696;294;368;;25
520697;294;368;;25
520698;184;230;;25
520699;294;368;;25
520700;294;368;;25
520701;294;368;;25
520702;377;471;;25
520703;294;368;;25
520704;294;368;;25
520705;294;368;;25
520706;294;368;;25
520707;602;752;;25
520708;294;368;;25
520709;294;368;;25
520709;294;368;;25
520711;184;230;;25
520712;294;368;;25
520712;294;368;;25
520714;294;368;;25
520715;377;471;;25
520716;283;354;;25
520717;283;354;;25
520718;283;354;;25
520719;283;354;;25
520720;283;354;;25
520721;283;354;;25
520722;283;354;;25
520724;283;354;;25
520725;283;354;;25
520726;276;345;;25
520727;349;436;;25
520728;349;436;;25
520730;339;424;;25
520731;349;436;;25
520732;306;382;;25
520733;306;382;;25
520734;306;382;;25
520735;306;382;;25
520736;306;382;;25
520737;213;266;;5
520738;257;321;;15
520739;267;334;;15
520740;222;278;;15
520741;222;278;;15
520742;222;278;;5
520743;222;278;;15
520744;222;278;;5
520745;222;278;;5
520747;219;274;;25
520749;154;192;221;25
520750;295;369;;25
520752;219;274;;25
520753;219;274;;25
520754;295;369;;25
520755;219;274;;25
520756;295;369;;25
520757;219;274;;25
520759;115;144;;25
520762;219;274;;25
520763;295;369;;25
520764;219;274;;25
520766;219;274;;25
520771;219;274;;25
520772;219;274;;25
520773;219;274;;25
520774;219;274;;25
520775;219;274;;25
520776;219;274;;25
520777;219;274;;25
520779;219;274;;25
520780;219;274;;15
520781;219;274;;25
520782;219;274;;25
520783;219;274;;25
520786;292;365;418;5
520788;277;346;347;25
520790;219;274;;25
520791;240;300;;25
520792;240;300;;25
520794;240;300;;5
520796;478;598;;15
520797;478;598;;15
520798;138;172;;25
520799;138;172;;25
520800;1925;2406;;15
520801;774;968;;15
520802;774;968;;15
520803;1705;2131;;5
520804;605;756;;5
520805;990;1238;;15
520808;605;756;;5
520809;665;831;;15
520812;98;122;;25
520813;134;168;;25
520815;134;168;;15
520819;134;168;;25
520820;98;122;;25
520821;134;168;;25
520824;134;168;;25
520826;134;168;;25
520829;98;122;;25
520830;134;168;;25
520831;134;168;;15
520833;134;168;;25
520834;134;168;;15
520835;98;122;;25
520836;101;126;135;25
520839;292;365;378;5
520840;263;329;381;15
520842;160;200;;15
520843;143;179;;25
520845;166;208;;25
520846;231;289;;5
520847;478;598;;25
520849;253;316;;25
520851;55;69;;5
520852;69;86;;25
520853;69;86;;25
520854;112;140;;25
520855;69;86;;25
520856;112;140;;25
520857;69;86;;25
520859;148;185;159;5
520861;95;119;;5
520862;137;171;;5
520863;137;171;;5
520864;1925;2406;;15
520865;774;968;;5
520867;1078;1348;;5
520868;164;205;;5
520869;106;132;;25
520870;164;205;;15
520871;106;132;;25
520872;164;205;;25
520873;106;132;;25
520874;164;205;;15
520875;61;76;;25
520876;69;86;;25
520877;81;101;;25
520878;81;101;;25
520879;81;101;;25
520879;69;86;;25
520881;164;205;;15
520882;61;76;;25
520883;69;86;;25
520884;81;101;;15
520885;81;101;;25
520887;129;161;;25
520888;129;161;;5
520891;56;70;;15
520893;56;70;;25
520894;113;141;;15
520895;147;184;;25
520897;147;184;;25
520898;147;184;;25
520899;101;126;135;25
520900;134;168;;25
520902;92;115;;15
530011;805;1006;;5
530013;208;260;331;15
530015;111;139;145;15
530016;89;111;145;15
530017;259;324;;15
530019;183;229;;25
530020;399;499;;25
530021;147;184;;15
530022;147;184;;15
530024;217;271;;25
530027;311;389;;5
530028;311;389;;15
530029;311;389;;25
530030;311;389;;25
530031;147;184;;15
530032;217;271;;5
530033;217;271;;25
530033;217;271;;25
530035;127;159;;25
530036;83;104;;15
530037;154;192;;25
530040;154;192;;25
530043;154;192;;25
530044;154;192;;25
530045;154;192;;15
530046;127;159;;5
530047;119;149;;25
530049;75;94;;25
530050;168;210;;15
530051;220;275;;15
530052;75;94;;25
530053;154;192;;25
530054;168;210;;15
530055;94;118;;25
530057;826;1032;;25
530060;228;285;;25
530061;166;208;;25
530065;216;270;;25
530066;216;270;;25
530067;216;270;;25
530068;216;270;;25
530069;216;270;;25
530070;216;270;;25
530072;907;1134;;15
530074;834;1042;;5
530075;307;384;;25
530076;307;384;;25
530077;293;366;;25
530078;307;384;;25
530079;726;908;;5
530081;834;1042;;15
530083;834;1042;;15
530084;542;678;;15
530085;508;635;;5
530086;293;366;;25
530088;293;366;;15
530089;293;366;;5
530090;307;384;;25
530091;307;384;;15
530092;307;384;;25
530093;307;384;;25
530094;307;384;;25
530095;307;384;;25
530096;358;448;;15
530097;358;448;;15
530098;189;236;306;5
530099;189;236;306;15
530100;293;366;;15
530121;34;42;;25
530122;34;42;;25
530123;34;42;;25
530128;264;330;;25
530129;297;371;;25
530130;265;331;;25
530131;298;372;;15
530132;196;245;;25
530133;343;429;;15
530134;215;269;;25
530135;327;409;;15
530136;228;285;;15
530144;110;138;140;5
530145;172;215;;15
530146;80;100;;25
530147;60;75;80;25
530148;97;121;;15
530149;328;410;637;25
530150;277;346;;25
530153;508;635;;5
530154;346;432;;5
530160;73;91;77;5
530162;61;76;77;15
530164;92;115;;5
530165;92;115;;5
530169;92;115;;15
530171;120;150;;15
530172;120;150;;15
530174;141;176;;15
530177;98;122;105;25
530180;448;560;703;5
530181;89;111;145;25
530185;233;291;;25
530186;208;260;;25
530187;208;260;;5
530188;94;118;;25
530189;154;192;;25
530190;139;174;;15
530191;93;116;;25
530193;93;116;;25
530194;93;116;;25
530195;93;116;;25
530196;93;116;;25
530197;70;88;94;15
530198;217;271;;25
530199;93;116;;25
530200;217;271;;15
530201;217;271;;15
530202;93;116;;25
530203;94;118;;25
530204;93;116;;25
530205;93;116;;25
530207;256;320;;15
530208;256;320;;25
530209;256;320;;15
530210;256;320;;25
530211;256;320;;25
530212;256;320;;25
530213;374;468;;25
530214;374;468;;25
530216;425;531;593;5
530222;196;245;;25
530224;189;236;;25
530226;196;245;;25
530227;220;275;;25
530228;220;275;;25
530229;395;494;;15
530230;228;285;;25
530231;228;285;;25
530232;228;285;;25
530234;230;288;;15
530240;748;935;1043;5
530241;226;282;;25
530244;172;215;;25
530246;219;274;;15
530251;216;270;;25
530252;216;270;;15
530255;834;1042;;15
530257;542;678;;25
530258;440;550;;15
530259;293;366;;5
530260;307;384;;15
530261;307;384;;25
530277;57;71;74;15
530279;57;71;74;15
530283;117;146;;25
530284;117;146;;25
530285;297;371;;25
530286;169;211;;25
530287;169;211;;25
530289;117;146;;15
530292;85;106;;25
530293;66;82;86;5
530296;66;82;86;5
530297;53;66;69;15
530303;104;130;131;15
530310;403;504;562;5
530311;479;599;668;5
530314;499;624;1043;25
530319;137;171;;25
530320;137;171;;25
530321;137;171;;25
530322;137;171;;25
530328;1043;1304;;5
530329;599;749;1043;5
530330;599;749;1043;5
530334;503;629;;25
530335;503;629;;15
530336;503;629;;25
530337;508;635;;15
530338;508;635;;15
530339;88;110;;15
530340;88;110;;25
530341;477;596;;15
530342;838;1048;;5
530344;358;448;;25
530345;477;596;;15
530346;508;635;;5
530349;37;46;48;15
530354;60;75;78;5
530355;910;1138;1268;5
530359;1233;1541;1718;5
530360;856;1070;1193;5
540010;112;140;;25
540011;61;76;;25
540012;70;88;;25
540013;100;125;;15
540015;105;131;;5
540017;30;38;;25
540018;46;58;;25
540019;38;48;;25
540020;38;48;;25
540021;46;58;;15
540022;32;40;;25
540023;32;40;;25
540024;46;58;;5
540025;38;48;;25
540026;28;35;;25
540027;102;128;;25
540028;158;198;;25
540029;88;110;;25
540030;88;110;;25
540031;74;92;;25
540032;74;92;;25
540032;74;92;;25
540034;105;131;;15
540035;88;110;;25
540036;74;92;;25
540037;51;64;;5
540038;53;66;71;25
540038;53;66;71;25
540040;35;44;;15
540041;74;92;;25
540042;88;110;;25
540042;88;110;;25
540044;74;92;;25
540045;74;92;;25
540046;74;92;;25
540047;166;208;;5
540049;139;174;;25
540050;88;110;;15
540051;135;169;;15
540054;61;76;;15
540055;61;76;;25
540056;24;30;;25
540058;189;236;;25
540059;300;375;431;15
540060;111;139;;15
540061;72;90;;25
540063;201;251;;25
540064;30;38;;25
540065;96;120;;15
540066;77;96;81;5
540070;74;92;;5
540071;95;119;155;25
540072;119;149;155;15
540073;95;119;155;15
540074;159;199;233;15
540075;180;225;233;5
540077;77;96;100;15
540080;99;124;147;25
540081;119;149;170;15
540082;137;171;;25
550010;32;40;;25
550012;96;120;;15
550013;82;102;;25
550015;286;358;;15
550016;39;49;;25
550017;40;50;;25
550018;34;42;;25
550022;71;89;;25
550023;61;76;;15
550027;99;124;147;15
550028;131;164;170;15
550030;204;255;;25
550031;175;219;;25
550032;205;256;;25
550033;209;261;;25
550034;246;308;;25
550035;253;316;;25
560011;589;736;675;25
560015;635;794;670;25
560020;635;794;;15
560028;197;246;;5
560029;56;70;;25
560032;276;345;;15
560033;211;264;;15
560036;360;450;;5
560042;189;236;201;5
560043;171;214;;25
560044;46;58;;25
560045;473;591;;25
560046;473;591;;25
560047;473;591;;25
560048;473;591;;25
560049;162;202;;15
560050;197;246;;15
560052;162;202;;25
560054;385;481;;25
560055;385;481;;25
560056;385;481;;25
560057;430;538;;5
560058;341;426;;15
560059;244;305;;25
560060;244;305;;15
560063;96;120;;25
560064;96;120;;25
560075;276;345;;15
560076;90;112;;25
560078;461;576;;15
560081;455;569;;25
560082;455;569;;25
560083;261;326;;25
560084;176;220;;25
560085;176;220;;25
560086;176;220;;25
560087;176;220;;15
560088;176;220;;25
560089;176;220;;25
560090;176;220;;25
560091;176;220;;25
560092;176;220;;25
560093;176;220;;15
560095;126;158;;15
560096;126;158;;25
560098;126;158;;25
560099;119;149;;25
560100;119;149;;25
560101;119;149;;15
560102;111;139;;25
560103;111;139;;25
560104;111;139;;25
560105;111;139;;25
560106;145;181;;25
560107;311;389;;15
560108;365;456;;25
560109;365;456;;25
560111;365;456;;5
560112;365;456;;5
560113;365;456;;5
560115;275;344;362;15
560116;268;335;353;25
560117;268;335;353;25
560118;268;335;353;25
560119;268;335;353;25
560120;268;335;353;25
560121;285;356;375;5
560123;285;356;375;25
560124;268;335;353;25
560126;281;351;;5
560127;166;208;;25
560128;166;208;;25
560129;166;208;;25
560133;166;208;;25
560134;166;208;;25
560135;166;208;;25
560136;166;208;;25
560137;166;208;;25
560138;166;208;;25
560139;166;208;;25
560140;166;208;;25
560141;166;208;;15
560142;166;208;;15
560143;166;208;;25
560144;166;208;;25
560146;404;505;;25
560147;379;474;;5
560148;379;474;;5
560149;579;724;;15
560150;197;246;;25
560151;261;326;;25
560152;230;288;;5
560155;1925;2406;;5
560156;143;179;;25
560157;134;168;;25
560159;134;168;;25
560160;774;968;;15
560161;605;756;;5
560163;40;50;;25
560164;40;50;;25
560165;217;271;;25
560166;417;521;;25
560167;270;338;;15
560168;215;269;;25
560169;327;409;;15
560170;228;285;;25
560172;228;285;;15
560174;477;596;;25
560175;70;88;;25
560176;74;92;;25
560177;70;88;;25
560178;70;88;;25
560180;89;111;145;15
570012;233;291;;15
570014;446;558;;25
570015;223;279;;25
570017;303;379;;25
570019;290;362;;25
570022;153;191;219;25
570023;251;314;;25
570024;285;356;;25
570027;634;792;;5
570029;488;610;;15
570030;535;669;;25
570032;482;602;;25
570033;329;411;470;25
570041;615;769;879;15
570042;105;131;;25
570043;478;598;;15
570044;478;598;;15
570045;806;1008;;15
570046;638;798;;15
570047;632;790;;15
570048;572;715;;15
570049;606;758;;15
570050;431;539;616;25
570051;2055;2569;;5
570052;990;1238;;5
570053;847;1059;;5
570054;828;1035;;5
570055;809;1011;;5
570056;622;778;;5
570057;206;258;;25
570058;206;258;;25
570059;1831;2289;;5
570060;1925;2406;;5
570061;1430;1788;;15
570062;792;990;;5
570064;279;349;325;15
570065;178;222;;15
570066;947;1184;;15
570067;828;1035;;15
570068;828;1035;;15
570069;207;259;241;25
570070;382;478;;25
570071;382;478;;25
570075;131;164;173;25
570077;131;164;173;25
570078;677;846;;5
570079;677;846;;5
570080;759;949;;5
570081;677;846;;5
570082;660;825;;5
570083;660;825;;5
570084;660;825;;5
570085;606;758;;5
570086;660;825;;5
570087;660;825;;5
570088;606;758;;5
570089;145;181;;25
570090;119;149;;25
570091;119;149;;25
570092;119;149;;25
570093;119;149;;25
570094;119;149;;25
570095;119;149;;25
570096;119;149;;25
570097;126;158;;25
570099;275;344;362;25
570100;147;184;;15
570101;275;344;362;15
570102;275;344;362;25
570103;275;344;362;25
570104;275;344;362;15
570105;275;344;362;5
570106;275;344;362;25
570107;268;335;353;25
570108;268;335;353;25
570109;268;335;353;25
570110;268;335;353;25
570111;268;335;353;25
570113;126;158;;25
570114;268;335;353;25
570115;311;389;;25
570116;311;389;;25
570117;311;389;;25
570118;365;456;;15
570119;365;456;;5
570120;365;456;;15
570121;365;456;;25
570122;365;456;;5
570123;365;456;;15
570124;365;456;;25
570125;365;456;;15
570126;365;456;;5
570127;119;149;;25
570128;268;335;353;25
570129;828;1035;;5
570130;715;894;;5
570131;579;724;;15
570132;379;474;;5
570133;261;326;;15
570134;115;144;;25
570135;115;144;;25
570136;219;274;;25
570138;219;274;;25
570139;294;368;;25
570140;390;488;;15
570143;390;488;;5
570144;390;488;;15
570145;390;488;;15
570146;828;1035;;5
570147;774;968;;15
570149;774;968;;15
570150;205;256;;25
570151;265;331;;25
570153;148;185;;25
570154;206;258;;25
570155;206;258;;25
570156;185;231;244;25
570157;109;136;;25
570158;109;136;;25
570159;221;276;;25
570160;97;121;;15
570161;147;184;;25
570163;305;381;;15
570164;368;460;;15
570165;298;372;;15
570166;260;325;;15
570167;248;310;;25
570168;248;310;;15
570169;160;200;;5
570170;47;59;;25
570171;696;870;;5
570173;150;188;273;25
570174;448;560;;25
570175;440;550;;25
570176;162;202;;25
570177;473;591;;25
